,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.5997,CELL.5997,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,5997,10,SSTIN
CELL.6000,CELL.6000,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6000,3,MPEX
CELL.6001,CELL.6001,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6001,11,CP
CELL.6002,CELL.6002,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6002,12,RIBEGC
CELL.6003,CELL.6003,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6003,1,MSN
CELL.6004,CELL.6004,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6004,7,NPTXEX
CELL.6005,CELL.6005,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6005,3,MPEX
CELL.6006,CELL.6006,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6006,3,MPEX
CELL.6007,CELL.6007,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6007,3,MPEX
CELL.6008,CELL.6008,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6008,3,MPEX
CELL.6010,CELL.6010,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6010,3,MPEX
CELL.6011,CELL.6011,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6011,3,MPEX
CELL.6012,CELL.6012,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6012,2,CP
CELL.6013,CELL.6013,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6013,3,MPEX
CELL.6014,CELL.6014,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6014,1,MSN
CELL.6017,CELL.6017,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6017,2,OLIGO
CELL.6018,CELL.6018,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6018,7,NPTXEX
CELL.6019,CELL.6019,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6019,14,WNTEGC
CELL.6021,CELL.6021,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6021,2,CP
CELL.6022,CELL.6022,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6022,1,MSN
CELL.6023,CELL.6023,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6023,1,MSN
CELL.6026,CELL.6026,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6026,13,DPEX
CELL.6027,CELL.6027,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6027,5,SFRPEGC
CELL.6028,CELL.6028,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6028,1,MSN
CELL.6030,CELL.6030,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,6030,2,OLIGO
CELL.6031,CELL.6031,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6031,2,CP
CELL.6032,CELL.6032,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6032,7,NPTXEX
CELL.6033,CELL.6033,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6033,7,NPTXEX
CELL.6036,CELL.6036,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6036,3,MPEX
CELL.6037,CELL.6037,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6037,12,RIBEGC
CELL.6038,CELL.6038,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6038,7,NPTXEX
CELL.6039,CELL.6039,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6039,7,NPTXEX
CELL.6040,CELL.6040,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6040,2,CP
CELL.6042,CELL.6042,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6042,14,WNTEGC
CELL.6043,CELL.6043,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6043,7,NPTXEX
CELL.6044,CELL.6044,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6044,4,MCG
CELL.6045,CELL.6045,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6045,1,MSN
CELL.6046,CELL.6046,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6046,7,NPTXEX
CELL.6047,CELL.6047,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6047,4,CP
CELL.6048,CELL.6048,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6048,3,MPEX
CELL.6049,CELL.6049,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6049,7,NPTXEX
CELL.6050,CELL.6050,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6050,7,NPTXEX
CELL.6051,CELL.6051,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6051,3,MPEX
CELL.6052,CELL.6052,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6052,2,CP
CELL.6053,CELL.6053,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6053,7,NPTXEX
CELL.6056,CELL.6056,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6056,10,SSTIN
CELL.6058,CELL.6058,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6058,1,MSN
CELL.6059,CELL.6059,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6059,5,SFRPEGC
CELL.6060,CELL.6060,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6060,7,NPTXEX
CELL.6061,CELL.6061,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6061,7,NPTXEX
CELL.6062,CELL.6062,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6062,11,CP
CELL.6064,CELL.6064,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6064,14,WNTEGC
CELL.6065,CELL.6065,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6065,3,MPEX
CELL.6066,CELL.6066,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6066,5,SFRPEGC
CELL.6067,CELL.6067,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6067,3,MPEX
CELL.6068,CELL.6068,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6068,2,CP
CELL.6069,CELL.6069,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6069,4,MCG
CELL.6071,CELL.6071,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6071,3,MPEX
CELL.6072,CELL.6072,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6072,11,CP
CELL.6073,CELL.6073,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6073,2,CP
CELL.6074,CELL.6074,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6074,7,NPTXEX
CELL.6077,CELL.6077,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6077,3,MPEX
CELL.6079,CELL.6079,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6079,11,CP
CELL.6081,CELL.6081,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6081,2,CP
CELL.6082,CELL.6082,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6082,13,DPEX
CELL.6083,CELL.6083,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6083,10,SSTIN
CELL.6084,CELL.6084,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6084,4,VLMC
CELL.6086,CELL.6086,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6086,3,MPEX
CELL.6088,CELL.6088,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6088,3,MPEX
CELL.6089,CELL.6089,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6089,2,MCG
CELL.6090,CELL.6090,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6090,2,CP
CELL.6091,CELL.6091,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6091,10,SSTIN
CELL.6092,CELL.6092,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6092,10,SSTIN
CELL.6094,CELL.6094,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6094,14,WNTEGC
CELL.6095,CELL.6095,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6095,1,MSN
CELL.6097,CELL.6097,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6097,11,VLMC
CELL.6098,CELL.6098,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6098,3,MPEX
CELL.6099,CELL.6099,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6099,3,MPEX
CELL.6100,CELL.6100,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6100,1,MSN
CELL.6101,CELL.6101,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6101,7,NPTXEX
CELL.6102,CELL.6102,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6102,7,NPTXEX
CELL.6103,CELL.6103,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6103,2,CP
CELL.6104,CELL.6104,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6104,7,NPTXEX
CELL.6105,CELL.6105,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6105,3,MPEX
CELL.6106,CELL.6106,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6106,3,MPEX
CELL.6107,CELL.6107,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6107,2,CP
CELL.6108,CELL.6108,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6108,7,NPTXEX
CELL.6109,CELL.6109,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6109,14,WNTEGC
CELL.6110,CELL.6110,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6110,2,CP
CELL.6111,CELL.6111,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6111,3,MPEX
CELL.6112,CELL.6112,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6112,8,CCKIN
CELL.6115,CELL.6115,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6115,11,VLMC
CELL.6116,CELL.6116,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6116,2,CP
CELL.6117,CELL.6117,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6117,13,DPEX
CELL.6118,CELL.6118,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6118,14,WNTEGC
CELL.6119,CELL.6119,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6119,5,SFRPEGC
CELL.6121,CELL.6121,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6121,7,NPTXEX
CELL.6122,CELL.6122,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6122,10,SSTIN
CELL.6123,CELL.6123,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6123,12,RIBEGC
CELL.6124,CELL.6124,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6124,1,MSN
CELL.6125,CELL.6125,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6125,7,NPTXEX
CELL.6127,CELL.6127,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6127,3,WNTEGC
CELL.6128,CELL.6128,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6128,7,NPTXEX
CELL.6129,CELL.6129,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6129,9,NPTXEX
CELL.6130,CELL.6130,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6130,2,CP
CELL.6131,CELL.6131,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6131,14,WNTEGC
CELL.6132,CELL.6132,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6132,10,SSTIN
CELL.6134,CELL.6134,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6134,13,DPEX
CELL.6135,CELL.6135,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6135,13,DPEX
CELL.6137,CELL.6137,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6137,3,MPEX
CELL.6138,CELL.6138,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6138,3,MPEX
CELL.6139,CELL.6139,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6139,14,WNTEGC
CELL.6140,CELL.6140,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6140,10,SSTIN
CELL.6141,CELL.6141,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6141,3,MPEX
CELL.6143,CELL.6143,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6143,10,SSTIN
CELL.6144,CELL.6144,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6144,5,SFRPEGC
CELL.6145,CELL.6145,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6145,1,MSN
CELL.6146,CELL.6146,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6146,1,MSN
CELL.6147,CELL.6147,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6147,7,NPTXEX
CELL.6148,CELL.6148,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6148,3,MPEX
CELL.6150,CELL.6150,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6150,11,CP
CELL.6151,CELL.6151,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6151,7,NPTXEX
CELL.6152,CELL.6152,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6152,7,NPTXEX
CELL.6154,CELL.6154,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6154,7,NPTXEX
CELL.6155,CELL.6155,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6155,2,CP
CELL.6156,CELL.6156,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6156,11,CP
CELL.6157,CELL.6157,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6157,2,CP
CELL.6158,CELL.6158,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6158,7,NPTXEX
CELL.6159,CELL.6159,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6159,7,NPTXEX
CELL.6160,CELL.6160,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6160,3,MPEX
CELL.6162,CELL.6162,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6162,7,NPTXEX
CELL.6164,CELL.6164,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6164,2,VLMC
CELL.6165,CELL.6165,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6165,7,NPTXEX
CELL.6166,CELL.6166,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6166,7,NPTXEX
CELL.6168,CELL.6168,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6168,3,MPEX
CELL.6170,CELL.6170,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6170,3,MPEX
CELL.6171,CELL.6171,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6171,1,MSN
CELL.6172,CELL.6172,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6172,13,DPEX
CELL.6174,CELL.6174,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6174,7,NPTXEX
CELL.6175,CELL.6175,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6175,5,SFRPEGC
CELL.6176,CELL.6176,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6176,7,NPTXEX
CELL.6177,CELL.6177,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6177,13,DPEX
CELL.6178,CELL.6178,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6178,7,NPTXEX
CELL.6179,CELL.6179,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6179,5,SFRPEGC
CELL.6180,CELL.6180,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6180,3,MPEX
CELL.6181,CELL.6181,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6181,3,MPEX
CELL.6183,CELL.6183,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6183,2,CP
CELL.6184,CELL.6184,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6184,7,NPTXEX
CELL.6185,CELL.6185,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6185,7,NPTXEX
CELL.6187,CELL.6187,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6187,3,MPEX
CELL.6188,CELL.6188,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6188,10,SSTIN
CELL.6189,CELL.6189,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6189,3,MPEX
CELL.6190,CELL.6190,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6190,1,MSN
CELL.6191,CELL.6191,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6191,2,CP
CELL.6192,CELL.6192,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6192,3,MPEX
CELL.6193,CELL.6193,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6193,3,MPEX
CELL.6194,CELL.6194,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6194,10,SSTIN
CELL.6195,CELL.6195,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6195,3,WNTEGC
CELL.6196,CELL.6196,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6196,12,UnKnown
CELL.6198,CELL.6198,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6198,13,DPEX
CELL.6199,CELL.6199,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6199,11,CP
CELL.6200,CELL.6200,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6200,10,SSTIN
CELL.6201,CELL.6201,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6201,3,WNTEGC
CELL.6202,CELL.6202,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6202,2,CP
CELL.6204,CELL.6204,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6204,7,NPTXEX
CELL.6205,CELL.6205,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6205,13,DPEX
CELL.6206,CELL.6206,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6206,2,CP
CELL.6207,CELL.6207,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6207,14,WNTEGC
CELL.6208,CELL.6208,2,Meta_telencephalon_rep1_DP8400015234BLB2_1,6208,0,SCGNIN
CELL.6209,CELL.6209,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6209,5,SFRPEGC
CELL.6210,CELL.6210,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6210,7,NPTXEX
CELL.6211,CELL.6211,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6211,5,SFRPEGC
CELL.6212,CELL.6212,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6212,2,CP
CELL.6217,CELL.6217,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6217,7,NPTXEX
CELL.6218,CELL.6218,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6218,3,MPEX
CELL.6219,CELL.6219,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6219,3,MPEX
CELL.6220,CELL.6220,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6220,7,NPTXEX
CELL.6221,CELL.6221,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6221,2,OLIGO
CELL.6223,CELL.6223,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6223,3,MPEX
CELL.6224,CELL.6224,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6224,3,MPEX
CELL.6225,CELL.6225,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6225,7,NPTXEX
CELL.6226,CELL.6226,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6226,3,MPEX
CELL.6227,CELL.6227,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6227,1,MSN
CELL.6228,CELL.6228,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6228,7,NPTXEX
CELL.6230,CELL.6230,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6230,8,MCG
CELL.6232,CELL.6232,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6232,10,SSTIN
CELL.6233,CELL.6233,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6233,5,SFRPEGC
CELL.6234,CELL.6234,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6234,7,NPTXEX
CELL.6235,CELL.6235,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6235,7,NPTXEX
CELL.6238,CELL.6238,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6238,2,CP
CELL.6239,CELL.6239,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6239,3,SSTIN
CELL.6240,CELL.6240,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6240,3,MPEX
CELL.6241,CELL.6241,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6241,10,SSTIN
CELL.6242,CELL.6242,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6242,7,NPTXEX
CELL.6243,CELL.6243,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6243,7,NPTXEX
CELL.6244,CELL.6244,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6244,7,NPTXEX
CELL.6245,CELL.6245,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6245,7,NPTXEX
CELL.6246,CELL.6246,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6246,5,SFRPEGC
CELL.6247,CELL.6247,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6247,3,MPEX
CELL.6249,CELL.6249,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6249,7,MCG
CELL.6250,CELL.6250,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6250,2,CP
CELL.6251,CELL.6251,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6251,3,MPEX
CELL.6253,CELL.6253,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6253,4,VLMC
CELL.6255,CELL.6255,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6255,13,DPEX
CELL.6258,CELL.6258,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6258,16,NPYIN
CELL.6259,CELL.6259,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6259,3,MPEX
CELL.6260,CELL.6260,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6260,3,MPEX
CELL.6262,CELL.6262,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6262,3,MPEX
CELL.6263,CELL.6263,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6263,7,NPTXEX
CELL.6264,CELL.6264,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6264,11,CP
CELL.6265,CELL.6265,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6265,1,MSN
CELL.6266,CELL.6266,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6266,7,NPTXEX
CELL.6267,CELL.6267,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6267,10,SSTIN
CELL.6268,CELL.6268,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6268,10,SSTIN
CELL.6270,CELL.6270,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6270,2,CP
CELL.6271,CELL.6271,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6271,3,MPEX
CELL.6272,CELL.6272,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6272,14,WNTEGC
CELL.6273,CELL.6273,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6273,10,SSTIN
CELL.6274,CELL.6274,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6274,5,SFRPEGC
CELL.6275,CELL.6275,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6275,2,CP
CELL.6276,CELL.6276,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6276,10,SSTIN
CELL.6278,CELL.6278,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6278,13,DPEX
CELL.6279,CELL.6279,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6279,3,MPEX
CELL.6280,CELL.6280,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6280,3,MPEX
CELL.6281,CELL.6281,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6281,3,MPEX
CELL.6282,CELL.6282,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6282,5,SFRPEGC
CELL.6283,CELL.6283,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6283,5,SFRPEGC
CELL.6284,CELL.6284,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6284,3,MPEX
CELL.6286,CELL.6286,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6286,2,OLIGO
CELL.6288,CELL.6288,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6288,12,UnKnown
CELL.6289,CELL.6289,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6289,14,WNTEGC
CELL.6290,CELL.6290,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6290,2,CP
CELL.6291,CELL.6291,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6291,2,OLIGO
CELL.6292,CELL.6292,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6292,2,CP
CELL.6294,CELL.6294,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6294,7,NPTXEX
CELL.6296,CELL.6296,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6296,2,CP
CELL.6297,CELL.6297,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6297,3,MPEX
CELL.6298,CELL.6298,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6298,3,MPEX
CELL.6300,CELL.6300,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6300,5,SFRPEGC
CELL.6302,CELL.6302,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6302,2,CP
CELL.6305,CELL.6305,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6305,7,NPTXEX
CELL.6306,CELL.6306,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6306,2,CP
CELL.6307,CELL.6307,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6307,7,NPTXEX
CELL.6308,CELL.6308,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6308,7,NPTXEX
CELL.6309,CELL.6309,9,Meta_telencephalon_rep1_DP8400015234BLB2_1,6309,7,NPTXEX
CELL.6310,CELL.6310,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6310,7,NPTXEX
CELL.6311,CELL.6311,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6311,14,WNTEGC
CELL.6312,CELL.6312,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6312,7,NPTXEX
CELL.6313,CELL.6313,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6313,13,DPEX
CELL.6314,CELL.6314,5,Meta_telencephalon_rep1_DP8400015234BLB2_1,6314,2,CP
CELL.6316,CELL.6316,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6316,7,NPTXEX
CELL.6318,CELL.6318,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6318,10,SSTIN
CELL.6319,CELL.6319,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6319,3,MPEX
CELL.6320,CELL.6320,0,Meta_telencephalon_rep1_DP8400015234BLB2_1,6320,7,NPTXEX
CELL.6321,CELL.6321,8,Meta_telencephalon_rep1_DP8400015234BLB2_1,6321,2,CP
CELL.6322,CELL.6322,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6322,9,NPTXEX
CELL.6323,CELL.6323,4,Meta_telencephalon_rep1_DP8400015234BLB2_1,6323,14,WNTEGC
CELL.6324,CELL.6324,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6324,7,NPTXEX
CELL.6325,CELL.6325,1,Meta_telencephalon_rep1_DP8400015234BLB2_1,6325,3,MPEX
CELL.6326,CELL.6326,3,Meta_telencephalon_rep1_DP8400015234BLB2_1,6326,7,NPTXEX
