,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Annotation_0305
CELL.674,CELL.674,0,Stage44_telencephalon_rep2_FP200000239BL_E4,674,2,DEGC
CELL.675,CELL.675,4,Stage44_telencephalon_rep2_FP200000239BL_E4,675,3,DNBL2
CELL.676,CELL.676,2,Stage44_telencephalon_rep2_FP200000239BL_E4,676,4,CP
CELL.677,CELL.677,0,Stage44_telencephalon_rep2_FP200000239BL_E4,677,0,DEGC
CELL.678,CELL.678,0,Stage44_telencephalon_rep2_FP200000239BL_E4,678,0,DEGC
CELL.679,CELL.679,0,Stage44_telencephalon_rep2_FP200000239BL_E4,679,0,DEGC
CELL.680,CELL.680,1,Stage44_telencephalon_rep2_FP200000239BL_E4,680,5,Immature CMPN
CELL.681,CELL.681,0,Stage44_telencephalon_rep2_FP200000239BL_E4,681,4,CP
CELL.682,CELL.682,2,Stage44_telencephalon_rep2_FP200000239BL_E4,682,4,CP
CELL.683,CELL.683,5,Stage44_telencephalon_rep2_FP200000239BL_E4,683,7,DNBL3
CELL.684,CELL.684,5,Stage44_telencephalon_rep2_FP200000239BL_E4,684,7,DNBL3
CELL.685,CELL.685,0,Stage44_telencephalon_rep2_FP200000239BL_E4,685,2,DEGC
CELL.686,CELL.686,0,Stage44_telencephalon_rep2_FP200000239BL_E4,686,2,DEGC
CELL.687,CELL.687,0,Stage44_telencephalon_rep2_FP200000239BL_E4,687,4,CP
CELL.688,CELL.688,4,Stage44_telencephalon_rep2_FP200000239BL_E4,688,3,DNBL2
CELL.689,CELL.689,1,Stage44_telencephalon_rep2_FP200000239BL_E4,689,5,Immature CMPN
CELL.691,CELL.691,4,Stage44_telencephalon_rep2_FP200000239BL_E4,691,7,DNBL3
CELL.692,CELL.692,0,Stage44_telencephalon_rep2_FP200000239BL_E4,692,0,DEGC
CELL.693,CELL.693,0,Stage44_telencephalon_rep2_FP200000239BL_E4,693,0,DEGC
CELL.694,CELL.694,0,Stage44_telencephalon_rep2_FP200000239BL_E4,694,2,DEGC
CELL.695,CELL.695,2,Stage44_telencephalon_rep2_FP200000239BL_E4,695,6,VLMC
CELL.696,CELL.696,5,Stage44_telencephalon_rep2_FP200000239BL_E4,696,7,DNBL3
CELL.697,CELL.697,5,Stage44_telencephalon_rep2_FP200000239BL_E4,697,7,DNBL3
CELL.698,CELL.698,4,Stage44_telencephalon_rep2_FP200000239BL_E4,698,3,DNBL2
CELL.699,CELL.699,5,Stage44_telencephalon_rep2_FP200000239BL_E4,699,7,DNBL3
CELL.700,CELL.700,4,Stage44_telencephalon_rep2_FP200000239BL_E4,700,3,DNBL2
CELL.701,CELL.701,0,Stage44_telencephalon_rep2_FP200000239BL_E4,701,2,DEGC
CELL.702,CELL.702,0,Stage44_telencephalon_rep2_FP200000239BL_E4,702,0,DEGC
CELL.703,CELL.703,5,Stage44_telencephalon_rep2_FP200000239BL_E4,703,7,DNBL3
CELL.704,CELL.704,0,Stage44_telencephalon_rep2_FP200000239BL_E4,704,4,CP
CELL.705,CELL.705,0,Stage44_telencephalon_rep2_FP200000239BL_E4,705,2,CP
CELL.706,CELL.706,0,Stage44_telencephalon_rep2_FP200000239BL_E4,706,0,DEGC
CELL.707,CELL.707,0,Stage44_telencephalon_rep2_FP200000239BL_E4,707,0,DEGC
CELL.708,CELL.708,0,Stage44_telencephalon_rep2_FP200000239BL_E4,708,0,DEGC
CELL.709,CELL.709,5,Stage44_telencephalon_rep2_FP200000239BL_E4,709,7,DNBL3
CELL.710,CELL.710,5,Stage44_telencephalon_rep2_FP200000239BL_E4,710,7,DNBL3
CELL.711,CELL.711,5,Stage44_telencephalon_rep2_FP200000239BL_E4,711,7,DNBL3
CELL.712,CELL.712,0,Stage44_telencephalon_rep2_FP200000239BL_E4,712,0,DEGC
CELL.713,CELL.713,2,Stage44_telencephalon_rep2_FP200000239BL_E4,713,3,DNBL1
CELL.714,CELL.714,2,Stage44_telencephalon_rep2_FP200000239BL_E4,714,6,VLMC
CELL.715,CELL.715,0,Stage44_telencephalon_rep2_FP200000239BL_E4,715,3,DNBL2
CELL.716,CELL.716,0,Stage44_telencephalon_rep2_FP200000239BL_E4,716,0,DEGC
CELL.717,CELL.717,0,Stage44_telencephalon_rep2_FP200000239BL_E4,717,0,DEGC
CELL.718,CELL.718,2,Stage44_telencephalon_rep2_FP200000239BL_E4,718,5,Immature CMPN
CELL.719,CELL.719,0,Stage44_telencephalon_rep2_FP200000239BL_E4,719,0,CP
CELL.720,CELL.720,4,Stage44_telencephalon_rep2_FP200000239BL_E4,720,3,DNBL2
CELL.721,CELL.721,2,Stage44_telencephalon_rep2_FP200000239BL_E4,721,4,CP
CELL.722,CELL.722,0,Stage44_telencephalon_rep2_FP200000239BL_E4,722,0,DEGC
CELL.723,CELL.723,2,Stage44_telencephalon_rep2_FP200000239BL_E4,723,5,Immature CMPN
CELL.724,CELL.724,0,Stage44_telencephalon_rep2_FP200000239BL_E4,724,4,CP
CELL.725,CELL.725,0,Stage44_telencephalon_rep2_FP200000239BL_E4,725,0,DEGC
CELL.726,CELL.726,5,Stage44_telencephalon_rep2_FP200000239BL_E4,726,7,DNBL3
CELL.727,CELL.727,2,Stage44_telencephalon_rep2_FP200000239BL_E4,727,4,CP
CELL.728,CELL.728,2,Stage44_telencephalon_rep2_FP200000239BL_E4,728,0,DNBL1
CELL.729,CELL.729,2,Stage44_telencephalon_rep2_FP200000239BL_E4,729,3,DNBL2
CELL.730,CELL.730,0,Stage44_telencephalon_rep2_FP200000239BL_E4,730,0,DEGC
CELL.731,CELL.731,2,Stage44_telencephalon_rep2_FP200000239BL_E4,731,4,CP
CELL.732,CELL.732,5,Stage44_telencephalon_rep2_FP200000239BL_E4,732,7,DNBL3
CELL.733,CELL.733,0,Stage44_telencephalon_rep2_FP200000239BL_E4,733,2,DEGC
CELL.734,CELL.734,4,Stage44_telencephalon_rep2_FP200000239BL_E4,734,3,DNBL2
CELL.735,CELL.735,2,Stage44_telencephalon_rep2_FP200000239BL_E4,735,4,CP
CELL.736,CELL.736,4,Stage44_telencephalon_rep2_FP200000239BL_E4,736,3,DNBL2
CELL.737,CELL.737,0,Stage44_telencephalon_rep2_FP200000239BL_E4,737,0,DEGC
CELL.738,CELL.738,5,Stage44_telencephalon_rep2_FP200000239BL_E4,738,7,DNBL3
CELL.739,CELL.739,5,Stage44_telencephalon_rep2_FP200000239BL_E4,739,7,DNBL3
CELL.740,CELL.740,0,Stage44_telencephalon_rep2_FP200000239BL_E4,740,2,DEGC
CELL.741,CELL.741,2,Stage44_telencephalon_rep2_FP200000239BL_E4,741,4,CP
CELL.742,CELL.742,0,Stage44_telencephalon_rep2_FP200000239BL_E4,742,0,DEGC
CELL.743,CELL.743,0,Stage44_telencephalon_rep2_FP200000239BL_E4,743,0,DEGC
CELL.744,CELL.744,0,Stage44_telencephalon_rep2_FP200000239BL_E4,744,0,DEGC
CELL.745,CELL.745,0,Stage44_telencephalon_rep2_FP200000239BL_E4,745,0,DEGC
CELL.746,CELL.746,1,Stage44_telencephalon_rep2_FP200000239BL_E4,746,5,Immature CMPN
CELL.747,CELL.747,0,Stage44_telencephalon_rep2_FP200000239BL_E4,747,3,DNBL2
CELL.748,CELL.748,2,Stage44_telencephalon_rep2_FP200000239BL_E4,748,6,VLMC
CELL.749,CELL.749,4,Stage44_telencephalon_rep2_FP200000239BL_E4,749,4,CP
CELL.750,CELL.750,0,Stage44_telencephalon_rep2_FP200000239BL_E4,750,0,DNBL1
CELL.751,CELL.751,2,Stage44_telencephalon_rep2_FP200000239BL_E4,751,5,Immature CMPN
CELL.752,CELL.752,2,Stage44_telencephalon_rep2_FP200000239BL_E4,752,3,DNBL2
CELL.753,CELL.753,0,Stage44_telencephalon_rep2_FP200000239BL_E4,753,0,DEGC
CELL.755,CELL.755,5,Stage44_telencephalon_rep2_FP200000239BL_E4,755,7,DNBL3
CELL.756,CELL.756,3,Stage44_telencephalon_rep2_FP200000239BL_E4,756,0,DNBL1
CELL.757,CELL.757,5,Stage44_telencephalon_rep2_FP200000239BL_E4,757,7,DNBL3
CELL.758,CELL.758,2,Stage44_telencephalon_rep2_FP200000239BL_E4,758,4,CP
CELL.759,CELL.759,0,Stage44_telencephalon_rep2_FP200000239BL_E4,759,3,DNBL2
CELL.760,CELL.760,2,Stage44_telencephalon_rep2_FP200000239BL_E4,760,4,CP
CELL.761,CELL.761,2,Stage44_telencephalon_rep2_FP200000239BL_E4,761,4,CP
CELL.762,CELL.762,2,Stage44_telencephalon_rep2_FP200000239BL_E4,762,4,CP
CELL.763,CELL.763,5,Stage44_telencephalon_rep2_FP200000239BL_E4,763,7,DNBL3
CELL.764,CELL.764,2,Stage44_telencephalon_rep2_FP200000239BL_E4,764,6,VLMC
CELL.765,CELL.765,2,Stage44_telencephalon_rep2_FP200000239BL_E4,765,4,CP
CELL.766,CELL.766,2,Stage44_telencephalon_rep2_FP200000239BL_E4,766,4,CP
CELL.767,CELL.767,0,Stage44_telencephalon_rep2_FP200000239BL_E4,767,0,DEGC
CELL.768,CELL.768,2,Stage44_telencephalon_rep2_FP200000239BL_E4,768,4,CP
CELL.769,CELL.769,0,Stage44_telencephalon_rep2_FP200000239BL_E4,769,0,DEGC
CELL.770,CELL.770,0,Stage44_telencephalon_rep2_FP200000239BL_E4,770,2,DEGC
CELL.771,CELL.771,0,Stage44_telencephalon_rep2_FP200000239BL_E4,771,4,CP
CELL.772,CELL.772,0,Stage44_telencephalon_rep2_FP200000239BL_E4,772,0,DEGC
CELL.773,CELL.773,0,Stage44_telencephalon_rep2_FP200000239BL_E4,773,0,DEGC
CELL.774,CELL.774,2,Stage44_telencephalon_rep2_FP200000239BL_E4,774,7,DNBL3
CELL.775,CELL.775,2,Stage44_telencephalon_rep2_FP200000239BL_E4,775,3,DNBL2
CELL.776,CELL.776,5,Stage44_telencephalon_rep2_FP200000239BL_E4,776,7,DNBL3
CELL.777,CELL.777,2,Stage44_telencephalon_rep2_FP200000239BL_E4,777,4,CP
CELL.778,CELL.778,2,Stage44_telencephalon_rep2_FP200000239BL_E4,778,4,CP
CELL.779,CELL.779,0,Stage44_telencephalon_rep2_FP200000239BL_E4,779,0,DEGC
CELL.780,CELL.780,2,Stage44_telencephalon_rep2_FP200000239BL_E4,780,4,CP
CELL.781,CELL.781,2,Stage44_telencephalon_rep2_FP200000239BL_E4,781,5,Immature CMPN
CELL.782,CELL.782,3,Stage44_telencephalon_rep2_FP200000239BL_E4,782,5,Immature CMPN
CELL.783,CELL.783,1,Stage44_telencephalon_rep2_FP200000239BL_E4,783,5,Immature CMPN
CELL.784,CELL.784,0,Stage44_telencephalon_rep2_FP200000239BL_E4,784,0,DEGC
CELL.785,CELL.785,5,Stage44_telencephalon_rep2_FP200000239BL_E4,785,7,DNBL3
CELL.786,CELL.786,2,Stage44_telencephalon_rep2_FP200000239BL_E4,786,4,CP
CELL.787,CELL.787,2,Stage44_telencephalon_rep2_FP200000239BL_E4,787,6,VLMC
CELL.788,CELL.788,0,Stage44_telencephalon_rep2_FP200000239BL_E4,788,0,DEGC
CELL.789,CELL.789,0,Stage44_telencephalon_rep2_FP200000239BL_E4,789,0,DEGC
CELL.790,CELL.790,2,Stage44_telencephalon_rep2_FP200000239BL_E4,790,4,CP
CELL.791,CELL.791,0,Stage44_telencephalon_rep2_FP200000239BL_E4,791,0,DEGC
CELL.792,CELL.792,5,Stage44_telencephalon_rep2_FP200000239BL_E4,792,7,DNBL3
CELL.793,CELL.793,2,Stage44_telencephalon_rep2_FP200000239BL_E4,793,4,CP
CELL.794,CELL.794,2,Stage44_telencephalon_rep2_FP200000239BL_E4,794,4,CP
CELL.795,CELL.795,0,Stage44_telencephalon_rep2_FP200000239BL_E4,795,0,DEGC
CELL.796,CELL.796,2,Stage44_telencephalon_rep2_FP200000239BL_E4,796,0,DNBL1
CELL.797,CELL.797,0,Stage44_telencephalon_rep2_FP200000239BL_E4,797,3,DNBL2
CELL.798,CELL.798,5,Stage44_telencephalon_rep2_FP200000239BL_E4,798,7,DNBL3
CELL.799,CELL.799,2,Stage44_telencephalon_rep2_FP200000239BL_E4,799,4,CP
CELL.800,CELL.800,2,Stage44_telencephalon_rep2_FP200000239BL_E4,800,4,CP
CELL.801,CELL.801,2,Stage44_telencephalon_rep2_FP200000239BL_E4,801,5,Immature CMPN
CELL.802,CELL.802,1,Stage44_telencephalon_rep2_FP200000239BL_E4,802,5,Immature CMPN
CELL.803,CELL.803,5,Stage44_telencephalon_rep2_FP200000239BL_E4,803,7,DNBL3
CELL.804,CELL.804,2,Stage44_telencephalon_rep2_FP200000239BL_E4,804,4,CP
CELL.805,CELL.805,0,Stage44_telencephalon_rep2_FP200000239BL_E4,805,0,DEGC
CELL.806,CELL.806,0,Stage44_telencephalon_rep2_FP200000239BL_E4,806,0,DNBL1
CELL.807,CELL.807,2,Stage44_telencephalon_rep2_FP200000239BL_E4,807,4,CP
CELL.808,CELL.808,2,Stage44_telencephalon_rep2_FP200000239BL_E4,808,7,DNBL3
CELL.810,CELL.810,2,Stage44_telencephalon_rep2_FP200000239BL_E4,810,0,CP
CELL.811,CELL.811,0,Stage44_telencephalon_rep2_FP200000239BL_E4,811,0,DEGC
CELL.812,CELL.812,5,Stage44_telencephalon_rep2_FP200000239BL_E4,812,8,VLMC
CELL.813,CELL.813,0,Stage44_telencephalon_rep2_FP200000239BL_E4,813,0,DEGC
CELL.814,CELL.814,0,Stage44_telencephalon_rep2_FP200000239BL_E4,814,0,DEGC
CELL.815,CELL.815,0,Stage44_telencephalon_rep2_FP200000239BL_E4,815,0,DEGC
CELL.817,CELL.817,2,Stage44_telencephalon_rep2_FP200000239BL_E4,817,4,CP
CELL.818,CELL.818,0,Stage44_telencephalon_rep2_FP200000239BL_E4,818,0,DEGC
CELL.819,CELL.819,2,Stage44_telencephalon_rep2_FP200000239BL_E4,819,4,CP
CELL.820,CELL.820,2,Stage44_telencephalon_rep2_FP200000239BL_E4,820,4,CP
CELL.821,CELL.821,0,Stage44_telencephalon_rep2_FP200000239BL_E4,821,0,DEGC
CELL.822,CELL.822,2,Stage44_telencephalon_rep2_FP200000239BL_E4,822,7,DNBL3
CELL.823,CELL.823,2,Stage44_telencephalon_rep2_FP200000239BL_E4,823,4,CP
CELL.824,CELL.824,2,Stage44_telencephalon_rep2_FP200000239BL_E4,824,4,CP
CELL.825,CELL.825,0,Stage44_telencephalon_rep2_FP200000239BL_E4,825,0,DEGC
CELL.826,CELL.826,2,Stage44_telencephalon_rep2_FP200000239BL_E4,826,4,CP
CELL.827,CELL.827,1,Stage44_telencephalon_rep2_FP200000239BL_E4,827,5,Immature CMPN
CELL.828,CELL.828,2,Stage44_telencephalon_rep2_FP200000239BL_E4,828,4,CP
CELL.829,CELL.829,1,Stage44_telencephalon_rep2_FP200000239BL_E4,829,5,Immature CMPN
CELL.830,CELL.830,5,Stage44_telencephalon_rep2_FP200000239BL_E4,830,7,DNBL3
CELL.831,CELL.831,0,Stage44_telencephalon_rep2_FP200000239BL_E4,831,0,DEGC
CELL.832,CELL.832,2,Stage44_telencephalon_rep2_FP200000239BL_E4,832,4,CP
CELL.833,CELL.833,2,Stage44_telencephalon_rep2_FP200000239BL_E4,833,4,CP
CELL.834,CELL.834,2,Stage44_telencephalon_rep2_FP200000239BL_E4,834,4,CP
CELL.835,CELL.835,0,Stage44_telencephalon_rep2_FP200000239BL_E4,835,0,DEGC
CELL.836,CELL.836,3,Stage44_telencephalon_rep2_FP200000239BL_E4,836,0,DEGC
CELL.837,CELL.837,2,Stage44_telencephalon_rep2_FP200000239BL_E4,837,8,VLMC
CELL.838,CELL.838,0,Stage44_telencephalon_rep2_FP200000239BL_E4,838,0,DEGC
CELL.839,CELL.839,0,Stage44_telencephalon_rep2_FP200000239BL_E4,839,0,DNBL1
CELL.840,CELL.840,5,Stage44_telencephalon_rep2_FP200000239BL_E4,840,7,DNBL3
CELL.841,CELL.841,3,Stage44_telencephalon_rep2_FP200000239BL_E4,841,0,DNBL1
CELL.842,CELL.842,2,Stage44_telencephalon_rep2_FP200000239BL_E4,842,4,CP
CELL.843,CELL.843,2,Stage44_telencephalon_rep2_FP200000239BL_E4,843,8,VLMC
CELL.844,CELL.844,2,Stage44_telencephalon_rep2_FP200000239BL_E4,844,4,CP
CELL.845,CELL.845,2,Stage44_telencephalon_rep2_FP200000239BL_E4,845,4,CP
CELL.846,CELL.846,2,Stage44_telencephalon_rep2_FP200000239BL_E4,846,4,CP
CELL.847,CELL.847,0,Stage44_telencephalon_rep2_FP200000239BL_E4,847,0,DEGC
CELL.848,CELL.848,1,Stage44_telencephalon_rep2_FP200000239BL_E4,848,5,Immature CMPN
CELL.849,CELL.849,0,Stage44_telencephalon_rep2_FP200000239BL_E4,849,0,DEGC
CELL.850,CELL.850,0,Stage44_telencephalon_rep2_FP200000239BL_E4,850,0,DEGC
CELL.851,CELL.851,2,Stage44_telencephalon_rep2_FP200000239BL_E4,851,4,CP
CELL.852,CELL.852,2,Stage44_telencephalon_rep2_FP200000239BL_E4,852,4,CP
CELL.853,CELL.853,2,Stage44_telencephalon_rep2_FP200000239BL_E4,853,4,CP
CELL.854,CELL.854,0,Stage44_telencephalon_rep2_FP200000239BL_E4,854,0,DEGC
CELL.855,CELL.855,0,Stage44_telencephalon_rep2_FP200000239BL_E4,855,0,DEGC
CELL.856,CELL.856,2,Stage44_telencephalon_rep2_FP200000239BL_E4,856,4,CP
CELL.857,CELL.857,3,Stage44_telencephalon_rep2_FP200000239BL_E4,857,0,DNBL1
CELL.858,CELL.858,2,Stage44_telencephalon_rep2_FP200000239BL_E4,858,4,CP
CELL.859,CELL.859,2,Stage44_telencephalon_rep2_FP200000239BL_E4,859,4,CP
CELL.860,CELL.860,2,Stage44_telencephalon_rep2_FP200000239BL_E4,860,4,CP
CELL.861,CELL.861,2,Stage44_telencephalon_rep2_FP200000239BL_E4,861,4,CP
CELL.862,CELL.862,0,Stage44_telencephalon_rep2_FP200000239BL_E4,862,0,DEGC
CELL.864,CELL.864,3,Stage44_telencephalon_rep2_FP200000239BL_E4,864,0,DEGC
CELL.865,CELL.865,2,Stage44_telencephalon_rep2_FP200000239BL_E4,865,4,CP
CELL.866,CELL.866,5,Stage44_telencephalon_rep2_FP200000239BL_E4,866,7,DNBL3
CELL.867,CELL.867,2,Stage44_telencephalon_rep2_FP200000239BL_E4,867,4,CP
CELL.868,CELL.868,3,Stage44_telencephalon_rep2_FP200000239BL_E4,868,0,DNBL1
CELL.870,CELL.870,2,Stage44_telencephalon_rep2_FP200000239BL_E4,870,4,CP
CELL.871,CELL.871,2,Stage44_telencephalon_rep2_FP200000239BL_E4,871,4,CP
CELL.872,CELL.872,2,Stage44_telencephalon_rep2_FP200000239BL_E4,872,8,VLMC
CELL.873,CELL.873,2,Stage44_telencephalon_rep2_FP200000239BL_E4,873,4,CP
CELL.875,CELL.875,2,Stage44_telencephalon_rep2_FP200000239BL_E4,875,4,CP
CELL.876,CELL.876,0,Stage44_telencephalon_rep2_FP200000239BL_E4,876,0,DEGC
CELL.877,CELL.877,3,Stage44_telencephalon_rep2_FP200000239BL_E4,877,0,DNBL1
CELL.878,CELL.878,0,Stage44_telencephalon_rep2_FP200000239BL_E4,878,0,DEGC
CELL.879,CELL.879,0,Stage44_telencephalon_rep2_FP200000239BL_E4,879,0,DEGC
CELL.880,CELL.880,2,Stage44_telencephalon_rep2_FP200000239BL_E4,880,4,CP
CELL.881,CELL.881,2,Stage44_telencephalon_rep2_FP200000239BL_E4,881,8,VLMC
CELL.882,CELL.882,1,Stage44_telencephalon_rep2_FP200000239BL_E4,882,5,Immature CMPN
CELL.883,CELL.883,1,Stage44_telencephalon_rep2_FP200000239BL_E4,883,5,Immature CMPN
CELL.884,CELL.884,2,Stage44_telencephalon_rep2_FP200000239BL_E4,884,4,CP
CELL.885,CELL.885,0,Stage44_telencephalon_rep2_FP200000239BL_E4,885,0,DEGC
CELL.886,CELL.886,2,Stage44_telencephalon_rep2_FP200000239BL_E4,886,4,CP
CELL.887,CELL.887,2,Stage44_telencephalon_rep2_FP200000239BL_E4,887,4,CP
CELL.888,CELL.888,2,Stage44_telencephalon_rep2_FP200000239BL_E4,888,4,CP
CELL.889,CELL.889,2,Stage44_telencephalon_rep2_FP200000239BL_E4,889,4,CP
CELL.890,CELL.890,0,Stage44_telencephalon_rep2_FP200000239BL_E4,890,0,DEGC
CELL.891,CELL.891,2,Stage44_telencephalon_rep2_FP200000239BL_E4,891,4,CP
CELL.892,CELL.892,0,Stage44_telencephalon_rep2_FP200000239BL_E4,892,4,CP
CELL.893,CELL.893,2,Stage44_telencephalon_rep2_FP200000239BL_E4,893,4,CP
CELL.894,CELL.894,2,Stage44_telencephalon_rep2_FP200000239BL_E4,894,4,CP
CELL.895,CELL.895,1,Stage44_telencephalon_rep2_FP200000239BL_E4,895,5,Immature CMPN
CELL.896,CELL.896,2,Stage44_telencephalon_rep2_FP200000239BL_E4,896,4,CP
CELL.898,CELL.898,2,Stage44_telencephalon_rep2_FP200000239BL_E4,898,8,VLMC
CELL.899,CELL.899,2,Stage44_telencephalon_rep2_FP200000239BL_E4,899,8,VLMC
CELL.900,CELL.900,0,Stage44_telencephalon_rep2_FP200000239BL_E4,900,0,DEGC
CELL.901,CELL.901,0,Stage44_telencephalon_rep2_FP200000239BL_E4,901,0,DEGC
CELL.902,CELL.902,0,Stage44_telencephalon_rep2_FP200000239BL_E4,902,0,DEGC
CELL.903,CELL.903,2,Stage44_telencephalon_rep2_FP200000239BL_E4,903,4,CP
CELL.904,CELL.904,0,Stage44_telencephalon_rep2_FP200000239BL_E4,904,0,DEGC
CELL.905,CELL.905,0,Stage44_telencephalon_rep2_FP200000239BL_E4,905,0,DEGC
CELL.906,CELL.906,0,Stage44_telencephalon_rep2_FP200000239BL_E4,906,0,DEGC
CELL.907,CELL.907,1,Stage44_telencephalon_rep2_FP200000239BL_E4,907,5,Immature CMPN
CELL.908,CELL.908,3,Stage44_telencephalon_rep2_FP200000239BL_E4,908,0,DNBL1
CELL.909,CELL.909,3,Stage44_telencephalon_rep2_FP200000239BL_E4,909,5,DNBL1
CELL.910,CELL.910,3,Stage44_telencephalon_rep2_FP200000239BL_E4,910,0,DNBL1
CELL.911,CELL.911,2,Stage44_telencephalon_rep2_FP200000239BL_E4,911,4,CP
CELL.912,CELL.912,2,Stage44_telencephalon_rep2_FP200000239BL_E4,912,4,CP
CELL.913,CELL.913,2,Stage44_telencephalon_rep2_FP200000239BL_E4,913,4,CP
CELL.914,CELL.914,0,Stage44_telencephalon_rep2_FP200000239BL_E4,914,4,CP
CELL.915,CELL.915,0,Stage44_telencephalon_rep2_FP200000239BL_E4,915,0,DEGC
CELL.916,CELL.916,0,Stage44_telencephalon_rep2_FP200000239BL_E4,916,0,DEGC
CELL.917,CELL.917,2,Stage44_telencephalon_rep2_FP200000239BL_E4,917,4,CP
CELL.918,CELL.918,2,Stage44_telencephalon_rep2_FP200000239BL_E4,918,4,CP
CELL.919,CELL.919,2,Stage44_telencephalon_rep2_FP200000239BL_E4,919,4,CP
CELL.920,CELL.920,2,Stage44_telencephalon_rep2_FP200000239BL_E4,920,8,VLMC
CELL.921,CELL.921,2,Stage44_telencephalon_rep2_FP200000239BL_E4,921,4,CP
CELL.922,CELL.922,1,Stage44_telencephalon_rep2_FP200000239BL_E4,922,5,Immature CMPN
CELL.923,CELL.923,2,Stage44_telencephalon_rep2_FP200000239BL_E4,923,4,CP
CELL.924,CELL.924,2,Stage44_telencephalon_rep2_FP200000239BL_E4,924,4,CP
CELL.925,CELL.925,3,Stage44_telencephalon_rep2_FP200000239BL_E4,925,5,Immature CMPN
CELL.926,CELL.926,0,Stage44_telencephalon_rep2_FP200000239BL_E4,926,4,CP
CELL.927,CELL.927,0,Stage44_telencephalon_rep2_FP200000239BL_E4,927,0,DEGC
CELL.928,CELL.928,0,Stage44_telencephalon_rep2_FP200000239BL_E4,928,0,DEGC
CELL.929,CELL.929,0,Stage44_telencephalon_rep2_FP200000239BL_E4,929,0,DEGC
CELL.930,CELL.930,2,Stage44_telencephalon_rep2_FP200000239BL_E4,930,8,VLMC
CELL.931,CELL.931,1,Stage44_telencephalon_rep2_FP200000239BL_E4,931,5,Immature CMPN
CELL.932,CELL.932,2,Stage44_telencephalon_rep2_FP200000239BL_E4,932,4,CP
CELL.933,CELL.933,2,Stage44_telencephalon_rep2_FP200000239BL_E4,933,4,CP
CELL.934,CELL.934,2,Stage44_telencephalon_rep2_FP200000239BL_E4,934,4,CP
CELL.935,CELL.935,2,Stage44_telencephalon_rep2_FP200000239BL_E4,935,4,CP
CELL.936,CELL.936,0,Stage44_telencephalon_rep2_FP200000239BL_E4,936,2,DEGC
CELL.937,CELL.937,0,Stage44_telencephalon_rep2_FP200000239BL_E4,937,0,DEGC
CELL.938,CELL.938,2,Stage44_telencephalon_rep2_FP200000239BL_E4,938,4,CP
CELL.939,CELL.939,2,Stage44_telencephalon_rep2_FP200000239BL_E4,939,4,CP
CELL.940,CELL.940,1,Stage44_telencephalon_rep2_FP200000239BL_E4,940,5,Immature CMPN
CELL.941,CELL.941,2,Stage44_telencephalon_rep2_FP200000239BL_E4,941,4,CP
CELL.942,CELL.942,1,Stage44_telencephalon_rep2_FP200000239BL_E4,942,5,Immature CMPN
CELL.943,CELL.943,0,Stage44_telencephalon_rep2_FP200000239BL_E4,943,0,DEGC
CELL.944,CELL.944,2,Stage44_telencephalon_rep2_FP200000239BL_E4,944,4,CP
CELL.945,CELL.945,1,Stage44_telencephalon_rep2_FP200000239BL_E4,945,5,Immature CMPN
CELL.946,CELL.946,2,Stage44_telencephalon_rep2_FP200000239BL_E4,946,4,CP
CELL.947,CELL.947,0,Stage44_telencephalon_rep2_FP200000239BL_E4,947,2,DEGC
CELL.948,CELL.948,0,Stage44_telencephalon_rep2_FP200000239BL_E4,948,0,DEGC
CELL.949,CELL.949,2,Stage44_telencephalon_rep2_FP200000239BL_E4,949,4,CP
CELL.950,CELL.950,3,Stage44_telencephalon_rep2_FP200000239BL_E4,950,0,DNBL1
CELL.952,CELL.952,0,Stage44_telencephalon_rep2_FP200000239BL_E4,952,2,DEGC
CELL.953,CELL.953,1,Stage44_telencephalon_rep2_FP200000239BL_E4,953,5,Immature CMPN
CELL.954,CELL.954,2,Stage44_telencephalon_rep2_FP200000239BL_E4,954,4,CP
CELL.955,CELL.955,2,Stage44_telencephalon_rep2_FP200000239BL_E4,955,4,CP
CELL.956,CELL.956,2,Stage44_telencephalon_rep2_FP200000239BL_E4,956,4,CP
CELL.957,CELL.957,0,Stage44_telencephalon_rep2_FP200000239BL_E4,957,0,DEGC
CELL.958,CELL.958,2,Stage44_telencephalon_rep2_FP200000239BL_E4,958,8,VLMC
CELL.959,CELL.959,0,Stage44_telencephalon_rep2_FP200000239BL_E4,959,0,DEGC
CELL.960,CELL.960,1,Stage44_telencephalon_rep2_FP200000239BL_E4,960,5,Immature CMPN
CELL.961,CELL.961,2,Stage44_telencephalon_rep2_FP200000239BL_E4,961,4,CP
CELL.962,CELL.962,3,Stage44_telencephalon_rep2_FP200000239BL_E4,962,0,DNBL1
CELL.963,CELL.963,2,Stage44_telencephalon_rep2_FP200000239BL_E4,963,8,VLMC
CELL.964,CELL.964,2,Stage44_telencephalon_rep2_FP200000239BL_E4,964,8,VLMC
CELL.965,CELL.965,2,Stage44_telencephalon_rep2_FP200000239BL_E4,965,4,CP
CELL.966,CELL.966,0,Stage44_telencephalon_rep2_FP200000239BL_E4,966,0,DEGC
CELL.967,CELL.967,2,Stage44_telencephalon_rep2_FP200000239BL_E4,967,5,Immature CMPN
CELL.968,CELL.968,0,Stage44_telencephalon_rep2_FP200000239BL_E4,968,0,DEGC
