CellID,Batch,Annotation,cell_id,Annotation_0305
CELL.4682,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4682,VLMC
CELL.4684,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4684,VLMC
CELL.4685,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4685,CP
CELL.4686,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4686,CP
CELL.4687,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4687,CCKIN
CELL.4689,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4689,VLMC
CELL.4690,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4690,CP
CELL.4692,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4692,MSN
CELL.4693,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4693,NPTXEX
CELL.4694,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4694,TLNBL
CELL.4695,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4695,SFRPEGC
CELL.4696,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4696,CP
CELL.4697,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4697,MPEX
CELL.4698,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4698,VLMC
CELL.4699,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4699,WNTEGC
CELL.4701,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4701,CCKIN
CELL.4702,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4702,MPEX
CELL.4703,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4703,CP
CELL.4704,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4704,VLMC
CELL.4705,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4705,MSN
CELL.4706,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4706,MPIN
CELL.4707,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4707,VLMC
CELL.4708,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4708,VLMC
CELL.4709,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4709,CP
CELL.4710,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4710,MSN
CELL.4711,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4711,CP
CELL.4712,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4712,WNTEGC
CELL.4714,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4714,MSN
CELL.4715,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4715,VLMC
CELL.4716,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4716,VLMC
CELL.4718,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4718,CP
CELL.4721,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4721,CP
CELL.4722,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4722,MSN
CELL.4723,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,4723,SSTIN
CELL.4724,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,4724,SSTIN
CELL.4725,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4725,CP
CELL.4726,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4726,CP
CELL.4727,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4727,CP
CELL.4728,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4728,MPEX
CELL.4731,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4731,MSN
CELL.4732,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4732,MSN
CELL.4733,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4733,CP
CELL.4735,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4735,CP
CELL.4736,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4736,NPTXEX
CELL.4738,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4738,MSN
CELL.4739,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4739,MSN
CELL.4740,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4740,MPIN
CELL.4741,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4741,NPTXEX
CELL.4742,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4742,VLMC
CELL.4743,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4743,SFRPEGC
CELL.4744,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4744,CP
CELL.4748,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4748,WNTEGC
CELL.4750,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4750,WNTEGC
CELL.4751,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4751,SFRPEGC
CELL.4752,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4752,TLNBL
CELL.4753,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4753,SFRPEGC
CELL.4754,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4754,TLNBL
CELL.4756,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4756,MSN
CELL.4757,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,4757,SSTIN
CELL.4759,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4759,TLNBL
CELL.4761,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4761,MSN
CELL.4762,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4762,NPTXEX
CELL.4763,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4763,CP
CELL.4764,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4764,MSN
CELL.4766,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4766,CCKIN
CELL.4767,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4767,MSN
CELL.4768,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4768,NPTXEX
CELL.4769,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,4769,SSTIN
CELL.4770,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4770,MSN
CELL.4771,Adult_telencephalon_rep2_DP8400015234BLA3_1,DPEX,4771,DPEX
CELL.4772,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4772,MPEX
CELL.4773,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4773,VLMC
CELL.4776,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4776,VLMC
CELL.4777,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4777,VLMC
CELL.4778,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4778,CP
CELL.4779,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4779,VLMC
CELL.4780,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4780,MPEX
CELL.4781,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4781,MPEX
CELL.4782,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4782,NPTXEX
CELL.4783,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4783,MSN
CELL.4784,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4784,MPEX
CELL.4785,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4785,VLMC
CELL.4786,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,4786,SSTIN
CELL.4787,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4787,CCKIN
CELL.4788,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4788,CP
CELL.4790,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4790,MPEX
CELL.4791,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4791,MPEX
CELL.4792,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4792,MSN
CELL.4793,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4793,SFRPEGC
CELL.4794,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4794,CCKIN
CELL.4798,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4798,MPIN
CELL.4800,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4800,SFRPEGC
CELL.4801,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4801,MPIN
CELL.4802,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4802,MPIN
CELL.4806,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4806,TLNBL
CELL.4809,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4809,CP
CELL.4810,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4810,MSN
CELL.4812,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4812,MSN
CELL.4813,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4813,CP
CELL.4814,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4814,WNTEGC
CELL.4816,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4816,MPEX
CELL.4819,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4819,NPTXEX
CELL.4820,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4820,MPEX
CELL.4822,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4822,MSN
CELL.4824,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4824,WNTEGC
CELL.4825,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4825,NPTXEX
CELL.4826,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4826,MSN
CELL.4827,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4827,WNTEGC
CELL.4828,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4828,CP
CELL.4829,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4829,VLMC
CELL.4830,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4830,MSN
CELL.4832,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4832,MSN
CELL.4833,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4833,CP
CELL.4834,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4834,WNTEGC
CELL.4838,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4838,MSN
CELL.4839,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4839,MPIN
CELL.4840,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4840,CP
CELL.4843,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4843,MSN
CELL.4844,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4844,MPEX
CELL.4848,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4848,NPTXEX
CELL.4849,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4849,CP
CELL.4852,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4852,VLMC
CELL.4854,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4854,NPTXEX
CELL.4855,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4855,MSN
CELL.4858,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4858,MSN
CELL.4861,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4861,MSN
CELL.4862,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4862,MPIN
CELL.4863,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4863,CP
CELL.4864,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4864,CP
CELL.4865,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4865,VLMC
CELL.4866,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4866,VLMC
CELL.4868,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4868,WNTEGC
CELL.4869,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4869,MPEX
CELL.4875,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4875,NPTXEX
CELL.4876,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4876,TLNBL
CELL.4877,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4877,MSN
CELL.4878,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4878,MSN
CELL.4879,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4879,MPEX
CELL.4880,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4880,SFRPEGC
CELL.4881,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4881,VLMC
CELL.4882,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4882,MPEX
CELL.4884,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4884,CP
CELL.4885,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4885,WNTEGC
CELL.4886,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4886,MPEX
CELL.4887,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4887,MPEX
CELL.4888,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4888,MSN
CELL.4889,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4889,CP
CELL.4890,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4890,MPEX
CELL.4893,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4893,NPTXEX
CELL.4894,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4894,CCKIN
CELL.4895,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4895,CP
CELL.4896,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4896,CP
CELL.4898,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4898,MSN
CELL.4899,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4899,SFRPEGC
CELL.4901,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4901,WNTEGC
CELL.4902,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4902,MPEX
CELL.4903,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4903,MPEX
CELL.4904,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4904,MPIN
CELL.4906,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4906,NPTXEX
CELL.4907,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4907,MSN
CELL.4909,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4909,MSN
CELL.4910,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4910,MPEX
CELL.4912,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4912,NPTXEX
CELL.4913,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4913,MPIN
CELL.4914,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4914,MSN
CELL.4915,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4915,MPEX
CELL.4916,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4916,MPIN
CELL.4918,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4918,SFRPEGC
CELL.4920,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4920,MPEX
CELL.4921,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4921,CP
CELL.4923,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4923,CP
CELL.4924,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4924,WNTEGC
CELL.4926,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4926,MSN
CELL.4927,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4927,MSN
CELL.4932,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4932,MPEX
CELL.4933,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4933,MSN
CELL.4934,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4934,VLMC
CELL.4935,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4935,NPTXEX
CELL.4936,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4936,MPEX
CELL.4937,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4937,CP
CELL.4938,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4938,CCKIN
CELL.4940,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4940,MPEX
CELL.4943,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,4943,VLMC
CELL.4945,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4945,CP
CELL.4946,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4946,MPEX
CELL.4947,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4947,WNTEGC
CELL.4948,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4948,MPIN
CELL.4949,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4949,MPEX
CELL.4950,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4950,MPIN
CELL.4951,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4951,MPEX
CELL.4953,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4953,SFRPEGC
CELL.4954,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4954,TLNBL
CELL.4955,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4955,MSN
CELL.4956,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4956,CP
CELL.4957,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4957,MSN
CELL.4960,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4960,TLNBL
CELL.4964,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4964,WNTEGC
CELL.4966,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4966,NPTXEX
CELL.4967,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4967,MSN
CELL.4968,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,4968,MSN
CELL.4969,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4969,CP
CELL.4970,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4970,MPEX
CELL.4972,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4972,NPTXEX
CELL.4973,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4973,CP
CELL.4975,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4975,MPEX
CELL.4976,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4976,CP
CELL.4978,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4978,NPTXEX
CELL.4980,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4980,WNTEGC
CELL.4981,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4981,MPIN
CELL.4982,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4982,MPEX
CELL.4983,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4983,SFRPEGC
CELL.4984,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,4984,MPEX
CELL.4985,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,4985,MPIN
CELL.4986,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,4986,WNTEGC
CELL.4987,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,4987,CMPN
CELL.4989,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,4989,CMPN
CELL.4992,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,4992,CP
CELL.4994,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4994,NPTXEX
CELL.4995,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,4995,TLNBL
CELL.4996,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,4996,NPTXEX
CELL.4997,Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,4997,CCKIN
CELL.4998,Adult_telencephalon_rep2_DP8400015234BLA3_1,RIBRGC,4998,RIBEGC
CELL.4999,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,4999,SFRPEGC
CELL.5000,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5000,CP
CELL.5002,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5002,MSN
CELL.5003,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5003,VLMC
CELL.5004,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5004,VLMC
CELL.5005,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5005,MPEX
CELL.5007,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5007,CP
CELL.5008,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5008,MSN
CELL.5009,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5009,NPTXEX
CELL.5010,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5010,WNTEGC
CELL.5012,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5012,WNTEGC
CELL.5014,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5014,MPEX
CELL.5017,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5017,NPTXEX
CELL.5018,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5018,MPIN
CELL.5019,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5019,MPEX
CELL.5020,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5020,MPEX
CELL.5021,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5021,MSN
CELL.5022,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5022,MSN
CELL.5023,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5023,MSN
CELL.5024,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5024,MSN
CELL.5025,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5025,TLNBL
CELL.5026,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5026,SFRPEGC
CELL.5027,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5027,WNTEGC
CELL.5028,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5028,MPEX
CELL.5030,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5030,VLMC
CELL.5036,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5036,CP
CELL.5038,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5038,MPEX
CELL.5041,Adult_telencephalon_rep2_DP8400015234BLA3_1,CMPN,5041,CMPN
CELL.5044,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5044,MPEX
CELL.5045,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5045,MPEX
CELL.5046,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5046,CP
CELL.5048,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5048,WNTEGC
CELL.5052,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5052,TLNBL
CELL.5053,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5053,MPEX
CELL.5054,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5054,VLMC
CELL.5056,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5056,NPTXEX
CELL.5057,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5057,CP
CELL.5058,Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5058,SSTIN
CELL.5059,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5059,MSN
CELL.5060,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5060,MPEX
CELL.5061,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5061,CP
CELL.5062,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5062,NPTXEX
CELL.5064,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5064,MPEX
CELL.5065,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5065,CP
CELL.5066,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5066,CP
CELL.5067,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5067,SFRPEGC
CELL.5069,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5069,NPTXEX
CELL.5070,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5070,NPTXEX
CELL.5071,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5071,NPTXEX
CELL.5072,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5072,CP
CELL.5073,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5073,MPEX
CELL.5074,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5074,MPEX
CELL.5076,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5076,MSN
CELL.5077,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5077,MSN
CELL.5078,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5078,NPTXEX
CELL.5079,Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5079,NPTXEX
CELL.5080,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5080,MSN
CELL.5081,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5081,VLMC
CELL.5082,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5082,TLNBL
CELL.5083,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5083,MPEX
CELL.5084,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5084,WNTEGC
CELL.5085,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5085,MSN
CELL.5086,Adult_telencephalon_rep2_DP8400015234BLA3_1,DIPC,5086,TLNBL
CELL.5087,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5087,MPEX
CELL.5088,Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5088,CP
CELL.5089,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5089,MPIN
CELL.5090,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5090,MSN
CELL.5091,Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPRGC,5091,SFRPEGC
CELL.5093,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5093,MPEX
CELL.5094,Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTRGC,5094,WNTEGC
CELL.5095,Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5095,VLMC
CELL.5096,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5096,MSN
CELL.5097,Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5097,MSN
CELL.5098,Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5098,MPEX
