,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.6668,CELL.6668,0,Injury_15DPI_rep4_FP200000266TR_E4,6668,1,SSTIN,inj,D,SSTIN,SSTIN
CELL.6670,CELL.6670,9,Injury_15DPI_rep4_FP200000266TR_E4,6670,8,REARGC,inj,D,REARGC,REAEGC
CELL.6671,CELL.6671,0,Injury_15DPI_rep4_FP200000266TR_E4,6671,1,DPEX,inj,D,DPEX,DPEX
CELL.6672,CELL.6672,0,Injury_15DPI_rep4_FP200000266TR_E4,6672,8,Unknown,uninj,D,RIPC3,UnKnown
CELL.6673,CELL.6673,2,Injury_15DPI_rep4_FP200000266TR_E4,6673,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6675,CELL.6675,10,Injury_15DPI_rep4_FP200000266TR_E4,6675,13,REARGC,inj,D,REARGC,REAEGC
CELL.6676,CELL.6676,10,Injury_15DPI_rep4_FP200000266TR_E4,6676,13,REARGC,inj,D,REARGC,REAEGC
CELL.6677,CELL.6677,9,Injury_15DPI_rep4_FP200000266TR_E4,6677,8,REARGC,inj,D,REARGC,REAEGC
CELL.6679,CELL.6679,0,Injury_15DPI_rep4_FP200000266TR_E4,6679,1,SSTIN,uninj,D,SSTIN,SSTIN
CELL.6680,CELL.6680,8,Injury_15DPI_rep4_FP200000266TR_E4,6680,6,CP,uninj,D,VLMC,VLMC
CELL.6681,CELL.6681,0,Injury_15DPI_rep4_FP200000266TR_E4,6681,1,MPEX,inj,D,MPEX,MPEX
CELL.6682,CELL.6682,3,Injury_15DPI_rep4_FP200000266TR_E4,6682,2,StriatumIN,uninj,D,MSN,MSN
CELL.6683,CELL.6683,0,Injury_15DPI_rep4_FP200000266TR_E4,6683,1,MPEX,uninj,D,MPEX,MPEX
CELL.6684,CELL.6684,10,Injury_15DPI_rep4_FP200000266TR_E4,6684,13,REARGC,inj,D,REARGC,REAEGC
CELL.6685,CELL.6685,6,Injury_15DPI_rep4_FP200000266TR_E4,6685,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6686,CELL.6686,6,Injury_15DPI_rep4_FP200000266TR_E4,6686,16,CP,inj,D,CP,CP
CELL.6687,CELL.6687,6,Injury_15DPI_rep4_FP200000266TR_E4,6687,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6688,CELL.6688,4,Injury_15DPI_rep4_FP200000266TR_E4,6688,5,MPEX,inj,D,RIPC3,MPEX
CELL.6690,CELL.6690,10,Injury_15DPI_rep4_FP200000266TR_E4,6690,13,REARGC,inj,D,REARGC,REAEGC
CELL.6692,CELL.6692,7,Injury_15DPI_rep4_FP200000266TR_E4,6692,2,DMIN,uninj,D,MSN,MSN
CELL.6693,CELL.6693,0,Injury_15DPI_rep4_FP200000266TR_E4,6693,1,MPEX,inj,D,SSTIN,SSTIN
CELL.6694,CELL.6694,4,Injury_15DPI_rep4_FP200000266TR_E4,6694,6,CP,uninj,D,VLMC,VLMC
CELL.6695,CELL.6695,7,Injury_15DPI_rep4_FP200000266TR_E4,6695,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6696,CELL.6696,10,Injury_15DPI_rep4_FP200000266TR_E4,6696,13,REARGC,inj,D,REARGC,REAEGC
CELL.6697,CELL.6697,0,Injury_15DPI_rep4_FP200000266TR_E4,6697,1,MPEX,uninj,D,MPEX,MPEX
CELL.6698,CELL.6698,3,Injury_15DPI_rep4_FP200000266TR_E4,6698,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6699,CELL.6699,0,Injury_15DPI_rep4_FP200000266TR_E4,6699,1,RIPC2,inj,D,RIPC3,RIPC2
CELL.6700,CELL.6700,0,Injury_15DPI_rep4_FP200000266TR_E4,6700,1,MPEX,uninj,D,MPEX,MPEX
CELL.6703,CELL.6703,8,Injury_15DPI_rep4_FP200000266TR_E4,6703,2,SSTIN,inj,D,SSTIN,SSTIN
CELL.6704,CELL.6704,7,Injury_15DPI_rep4_FP200000266TR_E4,6704,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6705,CELL.6705,9,Injury_15DPI_rep4_FP200000266TR_E4,6705,5,IMC,inj,D,Microglia,MCG
CELL.6706,CELL.6706,0,Injury_15DPI_rep4_FP200000266TR_E4,6706,17,SSTIN,inj,D,SSTIN,SSTIN
CELL.6707,CELL.6707,3,Injury_15DPI_rep4_FP200000266TR_E4,6707,2,StriatumIN,uninj,D,MSN,MSN
CELL.6708,CELL.6708,6,Injury_15DPI_rep4_FP200000266TR_E4,6708,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6709,CELL.6709,0,Injury_15DPI_rep4_FP200000266TR_E4,6709,1,MPEX,inj,D,SSTIN,SSTIN
CELL.6710,CELL.6710,2,Injury_15DPI_rep4_FP200000266TR_E4,6710,9,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.6711,CELL.6711,8,Injury_15DPI_rep4_FP200000266TR_E4,6711,4,CP,uninj,D,VLMC,VLMC
CELL.6712,CELL.6712,4,Injury_15DPI_rep4_FP200000266TR_E4,6712,16,CP,inj,D,CP,CP
CELL.6713,CELL.6713,0,Injury_15DPI_rep4_FP200000266TR_E4,6713,1,DPEX,inj,D,DPEX,DPEX
CELL.6714,CELL.6714,4,Injury_15DPI_rep4_FP200000266TR_E4,6714,4,CP,uninj,D,VLMC,VLMC
CELL.6715,CELL.6715,0,Injury_15DPI_rep4_FP200000266TR_E4,6715,1,MPEX,inj,D,MPEX,MPEX
CELL.6716,CELL.6716,0,Injury_15DPI_rep4_FP200000266TR_E4,6716,17,SSTIN,inj,D,SSTIN,SSTIN
CELL.6717,CELL.6717,10,Injury_15DPI_rep4_FP200000266TR_E4,6717,13,REARGC,inj,D,REARGC,REAEGC
CELL.6718,CELL.6718,6,Injury_15DPI_rep4_FP200000266TR_E4,6718,16,CP,inj,D,CP,CP
CELL.6719,CELL.6719,3,Injury_15DPI_rep4_FP200000266TR_E4,6719,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6720,CELL.6720,10,Injury_15DPI_rep4_FP200000266TR_E4,6720,13,REARGC,inj,D,REARGC,REAEGC
CELL.6721,CELL.6721,0,Injury_15DPI_rep4_FP200000266TR_E4,6721,1,MPEX,uninj,D,SSTIN,SSTIN
CELL.6723,CELL.6723,4,Injury_15DPI_rep4_FP200000266TR_E4,6723,6,CP,uninj,D,VLMC,VLMC
CELL.6724,CELL.6724,10,Injury_15DPI_rep4_FP200000266TR_E4,6724,13,REARGC,inj,D,REARGC,REAEGC
CELL.6725,CELL.6725,6,Injury_15DPI_rep4_FP200000266TR_E4,6725,16,CP,inj,D,CP,CP
CELL.6726,CELL.6726,9,Injury_15DPI_rep4_FP200000266TR_E4,6726,8,REARGC,inj,D,REARGC,REAEGC
CELL.6727,CELL.6727,0,Injury_15DPI_rep4_FP200000266TR_E4,6727,1,MPEX,uninj,D,SSTIN,SSTIN
CELL.6728,CELL.6728,3,Injury_15DPI_rep4_FP200000266TR_E4,6728,2,StriatumIN,uninj,D,MSN,MSN
CELL.6729,CELL.6729,6,Injury_15DPI_rep4_FP200000266TR_E4,6729,8,RIPC2,inj,D,RIPC2,RIPC2
CELL.6730,CELL.6730,0,Injury_15DPI_rep4_FP200000266TR_E4,6730,17,SSTIN,uninj,D,SSTIN,SSTIN
CELL.6731,CELL.6731,0,Injury_15DPI_rep4_FP200000266TR_E4,6731,1,MPEX,uninj,D,MPEX,MPEX
CELL.6733,CELL.6733,2,Injury_15DPI_rep4_FP200000266TR_E4,6733,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6734,CELL.6734,3,Injury_15DPI_rep4_FP200000266TR_E4,6734,2,StriatumIN,uninj,D,MSN,MSN
CELL.6735,CELL.6735,7,Injury_15DPI_rep4_FP200000266TR_E4,6735,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6736,CELL.6736,0,Injury_15DPI_rep4_FP200000266TR_E4,6736,1,MPEX,inj,D,MPEX,MPEX
CELL.6737,CELL.6737,4,Injury_15DPI_rep4_FP200000266TR_E4,6737,6,CP,uninj,D,VLMC,VLMC
CELL.6738,CELL.6738,0,Injury_15DPI_rep4_FP200000266TR_E4,6738,17,SSTIN,uninj,D,SSTIN,SSTIN
CELL.6739,CELL.6739,2,Injury_15DPI_rep4_FP200000266TR_E4,6739,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6740,CELL.6740,4,Injury_15DPI_rep4_FP200000266TR_E4,6740,4,CP,uninj,D,VLMC,VLMC
CELL.6741,CELL.6741,7,Injury_15DPI_rep4_FP200000266TR_E4,6741,2,StriatumIN,uninj,D,MSN,MSN
CELL.6742,CELL.6742,10,Injury_15DPI_rep4_FP200000266TR_E4,6742,13,REARGC,inj,D,REARGC,REAEGC
CELL.6743,CELL.6743,0,Injury_15DPI_rep4_FP200000266TR_E4,6743,1,SSTIN,inj,D,SSTIN,SSTIN
CELL.6745,CELL.6745,0,Injury_15DPI_rep4_FP200000266TR_E4,6745,17,SSTIN,uninj,D,SSTIN,SSTIN
CELL.6746,CELL.6746,7,Injury_15DPI_rep4_FP200000266TR_E4,6746,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6748,CELL.6748,0,Injury_15DPI_rep4_FP200000266TR_E4,6748,1,MPEX,inj,D,MPEX,MPEX
CELL.6749,CELL.6749,4,Injury_15DPI_rep4_FP200000266TR_E4,6749,4,CP,uninj,D,VLMC,VLMC
CELL.6750,CELL.6750,6,Injury_15DPI_rep4_FP200000266TR_E4,6750,5,RIPC1,inj,D,RIPC3,RIPC1
CELL.6751,CELL.6751,10,Injury_15DPI_rep4_FP200000266TR_E4,6751,13,REARGC,inj,D,REARGC,REAEGC
CELL.6753,CELL.6753,9,Injury_15DPI_rep4_FP200000266TR_E4,6753,8,REARGC,inj,D,REARGC,REAEGC
CELL.6755,CELL.6755,0,Injury_15DPI_rep4_FP200000266TR_E4,6755,1,MPEX,uninj,D,MPEX,MPEX
CELL.6756,CELL.6756,2,Injury_15DPI_rep4_FP200000266TR_E4,6756,9,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.6757,CELL.6757,7,Injury_15DPI_rep4_FP200000266TR_E4,6757,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6758,CELL.6758,7,Injury_15DPI_rep4_FP200000266TR_E4,6758,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6759,CELL.6759,0,Injury_15DPI_rep4_FP200000266TR_E4,6759,1,MPEX,inj,D,MPEX,MPEX
CELL.6760,CELL.6760,6,Injury_15DPI_rep4_FP200000266TR_E4,6760,5,RIPC1,inj,D,RIPC3,RIPC1
CELL.6761,CELL.6761,10,Injury_15DPI_rep4_FP200000266TR_E4,6761,13,REARGC,inj,D,REARGC,REAEGC
CELL.6762,CELL.6762,9,Injury_15DPI_rep4_FP200000266TR_E4,6762,8,REARGC,inj,D,REARGC,REAEGC
CELL.6763,CELL.6763,0,Injury_15DPI_rep4_FP200000266TR_E4,6763,1,WNTRGC,uninj,D,MPEX,MPEX
CELL.6764,CELL.6764,8,Injury_15DPI_rep4_FP200000266TR_E4,6764,4,CP,uninj,D,VLMC,VLMC
CELL.6766,CELL.6766,10,Injury_15DPI_rep4_FP200000266TR_E4,6766,13,REARGC,inj,D,REARGC,REAEGC
CELL.6767,CELL.6767,0,Injury_15DPI_rep4_FP200000266TR_E4,6767,17,SSTIN,uninj,D,SSTIN,SSTIN
CELL.6768,CELL.6768,3,Injury_15DPI_rep4_FP200000266TR_E4,6768,2,StriatumIN,uninj,D,MSN,MSN
CELL.6769,CELL.6769,6,Injury_15DPI_rep4_FP200000266TR_E4,6769,5,RIPC1,inj,D,RIPC2,RIPC1
CELL.6770,CELL.6770,10,Injury_15DPI_rep4_FP200000266TR_E4,6770,13,REARGC,inj,D,REARGC,REAEGC
CELL.6771,CELL.6771,0,Injury_15DPI_rep4_FP200000266TR_E4,6771,1,DPEX,inj,D,DPEX,DPEX
CELL.6772,CELL.6772,6,Injury_15DPI_rep4_FP200000266TR_E4,6772,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6773,CELL.6773,0,Injury_15DPI_rep4_FP200000266TR_E4,6773,1,DPEX,uninj,D,DPEX,DPEX
CELL.6774,CELL.6774,4,Injury_15DPI_rep4_FP200000266TR_E4,6774,4,CP,uninj,D,VLMC,VLMC
CELL.6775,CELL.6775,9,Injury_15DPI_rep4_FP200000266TR_E4,6775,8,RIPC2,inj,D,RIPC3,RIPC2
CELL.6777,CELL.6777,2,Injury_15DPI_rep4_FP200000266TR_E4,6777,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6778,CELL.6778,3,Injury_15DPI_rep4_FP200000266TR_E4,6778,2,StriatumIN,uninj,D,MSN,MSN
CELL.6779,CELL.6779,7,Injury_15DPI_rep4_FP200000266TR_E4,6779,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6780,CELL.6780,10,Injury_15DPI_rep4_FP200000266TR_E4,6780,13,REARGC,inj,D,REARGC,REAEGC
CELL.6781,CELL.6781,0,Injury_15DPI_rep4_FP200000266TR_E4,6781,1,MPEX,inj,D,MPEX,MPEX
CELL.6782,CELL.6782,0,Injury_15DPI_rep4_FP200000266TR_E4,6782,1,MPEX,inj,D,SSTIN,SSTIN
CELL.6783,CELL.6783,0,Injury_15DPI_rep4_FP200000266TR_E4,6783,1,SSTIN,inj,D,SSTIN,SSTIN
CELL.6784,CELL.6784,2,Injury_15DPI_rep4_FP200000266TR_E4,6784,9,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.6785,CELL.6785,8,Injury_15DPI_rep4_FP200000266TR_E4,6785,6,CP,uninj,D,VLMC,VLMC
CELL.6786,CELL.6786,7,Injury_15DPI_rep4_FP200000266TR_E4,6786,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6787,CELL.6787,0,Injury_15DPI_rep4_FP200000266TR_E4,6787,1,MPEX,uninj,D,MPEX,MPEX
CELL.6788,CELL.6788,2,Injury_15DPI_rep4_FP200000266TR_E4,6788,9,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.6789,CELL.6789,4,Injury_15DPI_rep4_FP200000266TR_E4,6789,16,CP,inj,D,CP,CP
CELL.6790,CELL.6790,0,Injury_15DPI_rep4_FP200000266TR_E4,6790,1,MPEX,uninj,D,MPEX,MPEX
CELL.6792,CELL.6792,2,Injury_15DPI_rep4_FP200000266TR_E4,6792,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6793,CELL.6793,6,Injury_15DPI_rep4_FP200000266TR_E4,6793,5,RIPC1,inj,D,RIPC3,RIPC1
CELL.6794,CELL.6794,9,Injury_15DPI_rep4_FP200000266TR_E4,6794,8,RIPC2,inj,D,RIPC3,RIPC2
CELL.6795,CELL.6795,8,Injury_15DPI_rep4_FP200000266TR_E4,6795,1,SSTIN,inj,D,SSTIN,SSTIN
CELL.6796,CELL.6796,4,Injury_15DPI_rep4_FP200000266TR_E4,6796,4,CP,uninj,D,VLMC,VLMC
CELL.6797,CELL.6797,2,Injury_15DPI_rep4_FP200000266TR_E4,6797,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6798,CELL.6798,10,Injury_15DPI_rep4_FP200000266TR_E4,6798,5,RIPC1,inj,D,RIPC2,RIPC1
CELL.6799,CELL.6799,10,Injury_15DPI_rep4_FP200000266TR_E4,6799,13,REARGC,inj,D,REARGC,REAEGC
CELL.6800,CELL.6800,8,Injury_15DPI_rep4_FP200000266TR_E4,6800,14,SCGNIN,uninj,D,SCGNIN,SCGNIN
CELL.6801,CELL.6801,3,Injury_15DPI_rep4_FP200000266TR_E4,6801,2,StriatumIN,uninj,D,MSN,MSN
CELL.6802,CELL.6802,3,Injury_15DPI_rep4_FP200000266TR_E4,6802,2,StriatumIN,uninj,D,VLMC,VLMC
CELL.6803,CELL.6803,0,Injury_15DPI_rep4_FP200000266TR_E4,6803,1,MPEX,inj,D,MPEX,MPEX
CELL.6804,CELL.6804,2,Injury_15DPI_rep4_FP200000266TR_E4,6804,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6805,CELL.6805,3,Injury_15DPI_rep4_FP200000266TR_E4,6805,2,StriatumIN,uninj,D,MSN,MSN
CELL.6806,CELL.6806,10,Injury_15DPI_rep4_FP200000266TR_E4,6806,13,REARGC,inj,D,REARGC,REAEGC
CELL.6807,CELL.6807,9,Injury_15DPI_rep4_FP200000266TR_E4,6807,8,REARGC,inj,D,REARGC,REAEGC
CELL.6808,CELL.6808,4,Injury_15DPI_rep4_FP200000266TR_E4,6808,6,CP,uninj,D,VLMC,VLMC
CELL.6809,CELL.6809,6,Injury_15DPI_rep4_FP200000266TR_E4,6809,5,RIPC1,inj,D,RIPC2,RIPC1
CELL.6811,CELL.6811,7,Injury_15DPI_rep4_FP200000266TR_E4,6811,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6812,CELL.6812,4,Injury_15DPI_rep4_FP200000266TR_E4,6812,5,IMC,inj,D,Microglia,MCG
CELL.6813,CELL.6813,0,Injury_15DPI_rep4_FP200000266TR_E4,6813,1,MPEX,uninj,D,SSTIN,SSTIN
CELL.6814,CELL.6814,0,Injury_15DPI_rep4_FP200000266TR_E4,6814,1,SSTIN,uninj,D,SSTIN,SSTIN
CELL.6815,CELL.6815,2,Injury_15DPI_rep4_FP200000266TR_E4,6815,2,StriatumIN,uninj,D,MSN,MSN
CELL.6816,CELL.6816,10,Injury_15DPI_rep4_FP200000266TR_E4,6816,13,REARGC,inj,D,REARGC,REAEGC
CELL.6817,CELL.6817,0,Injury_15DPI_rep4_FP200000266TR_E4,6817,1,DPEX,inj,D,DPEX,DPEX
CELL.6819,CELL.6819,0,Injury_15DPI_rep4_FP200000266TR_E4,6819,1,SSTIN,uninj,D,MPEX,MPEX
CELL.6820,CELL.6820,10,Injury_15DPI_rep4_FP200000266TR_E4,6820,13,REARGC,inj,D,REARGC,REAEGC
CELL.6822,CELL.6822,4,Injury_15DPI_rep4_FP200000266TR_E4,6822,6,CP,uninj,D,VLMC,VLMC
CELL.6823,CELL.6823,3,Injury_15DPI_rep4_FP200000266TR_E4,6823,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6825,CELL.6825,6,Injury_15DPI_rep4_FP200000266TR_E4,6825,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6827,CELL.6827,4,Injury_15DPI_rep4_FP200000266TR_E4,6827,4,CP,uninj,D,VLMC,VLMC
CELL.6829,CELL.6829,10,Injury_15DPI_rep4_FP200000266TR_E4,6829,13,REARGC,inj,D,REARGC,REAEGC
CELL.6830,CELL.6830,9,Injury_15DPI_rep4_FP200000266TR_E4,6830,8,REARGC,inj,D,REARGC,REAEGC
CELL.6832,CELL.6832,0,Injury_15DPI_rep4_FP200000266TR_E4,6832,1,MPEX,inj,D,MPEX,MPEX
CELL.6835,CELL.6835,10,Injury_15DPI_rep4_FP200000266TR_E4,6835,13,REARGC,inj,D,REARGC,REAEGC
CELL.6836,CELL.6836,9,Injury_15DPI_rep4_FP200000266TR_E4,6836,8,REARGC,inj,D,REARGC,REAEGC
CELL.6837,CELL.6837,8,Injury_15DPI_rep4_FP200000266TR_E4,6837,1,MPEX,uninj,D,MPEX,MPEX
CELL.6838,CELL.6838,7,Injury_15DPI_rep4_FP200000266TR_E4,6838,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6840,CELL.6840,0,Injury_15DPI_rep4_FP200000266TR_E4,6840,1,DPEX,inj,D,DPEX,DPEX
CELL.6841,CELL.6841,8,Injury_15DPI_rep4_FP200000266TR_E4,6841,6,CP,inj,D,RIPC3,CP
CELL.6842,CELL.6842,0,Injury_15DPI_rep4_FP200000266TR_E4,6842,1,MPEX,uninj,D,MPEX,MPEX
CELL.6843,CELL.6843,9,Injury_15DPI_rep4_FP200000266TR_E4,6843,8,REARGC,inj,D,REARGC,REAEGC
CELL.6845,CELL.6845,2,Injury_15DPI_rep4_FP200000266TR_E4,6845,3,SFRP1RGC,uninj,D,SFRPRGC,SFRPEGC
CELL.6847,CELL.6847,10,Injury_15DPI_rep4_FP200000266TR_E4,6847,8,RIPC2,inj,D,RIPC3,RIPC2
CELL.6848,CELL.6848,6,Injury_15DPI_rep4_FP200000266TR_E4,6848,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6849,CELL.6849,9,Injury_15DPI_rep4_FP200000266TR_E4,6849,8,RIPC2,inj,D,RIPC3,RIPC2
CELL.6850,CELL.6850,2,Injury_15DPI_rep4_FP200000266TR_E4,6850,3,SFRP1RGC,uninj,D,SFRPRGC,SFRPEGC
CELL.6851,CELL.6851,0,Injury_15DPI_rep4_FP200000266TR_E4,6851,1,MPEX,uninj,D,MPEX,MPEX
CELL.6852,CELL.6852,2,Injury_15DPI_rep4_FP200000266TR_E4,6852,9,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.6853,CELL.6853,10,Injury_15DPI_rep4_FP200000266TR_E4,6853,13,REARGC,inj,D,REARGC,REAEGC
CELL.6854,CELL.6854,10,Injury_15DPI_rep4_FP200000266TR_E4,6854,5,RIPC1,inj,D,RIPC2,RIPC1
CELL.6855,CELL.6855,4,Injury_15DPI_rep4_FP200000266TR_E4,6855,16,CP,inj,D,CP,CP
CELL.6856,CELL.6856,3,Injury_15DPI_rep4_FP200000266TR_E4,6856,2,StriatumIN,uninj,D,MSN,MSN
CELL.6857,CELL.6857,3,Injury_15DPI_rep4_FP200000266TR_E4,6857,2,StriatumIN,uninj,D,MSN,MSN
CELL.6858,CELL.6858,7,Injury_15DPI_rep4_FP200000266TR_E4,6858,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6859,CELL.6859,0,Injury_15DPI_rep4_FP200000266TR_E4,6859,1,MPEX,inj,D,MPEX,MPEX
CELL.6861,CELL.6861,4,Injury_15DPI_rep4_FP200000266TR_E4,6861,4,CP,uninj,D,VLMC,VLMC
CELL.6862,CELL.6862,7,Injury_15DPI_rep4_FP200000266TR_E4,6862,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6863,CELL.6863,4,Injury_15DPI_rep4_FP200000266TR_E4,6863,16,CP,inj,D,CP,CP
CELL.6864,CELL.6864,0,Injury_15DPI_rep4_FP200000266TR_E4,6864,1,MPEX,inj,D,RIPC3,MPEX
CELL.6865,CELL.6865,2,Injury_15DPI_rep4_FP200000266TR_E4,6865,9,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.6866,CELL.6866,3,Injury_15DPI_rep4_FP200000266TR_E4,6866,2,StriatumIN,uninj,D,MSN,MSN
CELL.6867,CELL.6867,3,Injury_15DPI_rep4_FP200000266TR_E4,6867,2,StriatumIN,uninj,D,MSN,MSN
CELL.6868,CELL.6868,0,Injury_15DPI_rep4_FP200000266TR_E4,6868,1,MPEX,uninj,D,MPEX,MPEX
CELL.6869,CELL.6869,4,Injury_15DPI_rep4_FP200000266TR_E4,6869,4,CP,uninj,D,VLMC,VLMC
CELL.6870,CELL.6870,4,Injury_15DPI_rep4_FP200000266TR_E4,6870,6,CP,uninj,D,VLMC,VLMC
CELL.6871,CELL.6871,2,Injury_15DPI_rep4_FP200000266TR_E4,6871,3,SFRP1RGC,uninj,D,SFRPRGC,SFRPEGC
CELL.6873,CELL.6873,0,Injury_15DPI_rep4_FP200000266TR_E4,6873,1,MPEX,uninj,D,MPEX,MPEX
CELL.6874,CELL.6874,7,Injury_15DPI_rep4_FP200000266TR_E4,6874,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6875,CELL.6875,0,Injury_15DPI_rep4_FP200000266TR_E4,6875,1,SSTIN,inj,D,SSTIN,SSTIN
CELL.6877,CELL.6877,4,Injury_15DPI_rep4_FP200000266TR_E4,6877,6,CP,uninj,D,VLMC,VLMC
CELL.6878,CELL.6878,10,Injury_15DPI_rep4_FP200000266TR_E4,6878,13,REARGC,inj,D,REARGC,REAEGC
CELL.6880,CELL.6880,8,Injury_15DPI_rep4_FP200000266TR_E4,6880,4,CP,uninj,D,VLMC,VLMC
CELL.6881,CELL.6881,3,Injury_15DPI_rep4_FP200000266TR_E4,6881,0,CMPN,uninj,D,CMPN,CMPN
CELL.6883,CELL.6883,9,Injury_15DPI_rep4_FP200000266TR_E4,6883,8,REARGC,inj,D,REARGC,REAEGC
CELL.6884,CELL.6884,0,Injury_15DPI_rep4_FP200000266TR_E4,6884,1,MPEX,inj,D,SSTIN,SSTIN
CELL.6885,CELL.6885,4,Injury_15DPI_rep4_FP200000266TR_E4,6885,4,CP,uninj,D,VLMC,VLMC
CELL.6888,CELL.6888,4,Injury_15DPI_rep4_FP200000266TR_E4,6888,6,CP,uninj,D,VLMC,VLMC
CELL.6889,CELL.6889,0,Injury_15DPI_rep4_FP200000266TR_E4,6889,1,MPEX,inj,D,MPEX,MPEX
CELL.6890,CELL.6890,0,Injury_15DPI_rep4_FP200000266TR_E4,6890,1,MPEX,uninj,D,MPEX,MPEX
CELL.6891,CELL.6891,2,Injury_15DPI_rep4_FP200000266TR_E4,6891,3,CCND1RGC,uninj,D,RIBRGC,RIBEGC
CELL.6892,CELL.6892,6,Injury_15DPI_rep4_FP200000266TR_E4,6892,7,NPTXEX,inj,D,NPTXEX,NPTXEX
CELL.6893,CELL.6893,10,Injury_15DPI_rep4_FP200000266TR_E4,6893,13,REARGC,inj,D,REARGC,REAEGC
CELL.6894,CELL.6894,6,Injury_15DPI_rep4_FP200000266TR_E4,6894,16,CP,inj,D,CP,CP
CELL.6895,CELL.6895,0,Injury_15DPI_rep4_FP200000266TR_E4,6895,1,MPEX,inj,D,MPEX,MPEX
CELL.6897,CELL.6897,6,Injury_15DPI_rep4_FP200000266TR_E4,6897,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6900,CELL.6900,0,Injury_15DPI_rep4_FP200000266TR_E4,6900,1,MPEX,inj,D,MPEX,MPEX
CELL.6901,CELL.6901,7,Injury_15DPI_rep4_FP200000266TR_E4,6901,7,DMIN,uninj,D,NPTXEX,NPTXEX
CELL.6902,CELL.6902,10,Injury_15DPI_rep4_FP200000266TR_E4,6902,13,REARGC,inj,D,REARGC,REAEGC
CELL.6903,CELL.6903,4,Injury_15DPI_rep4_FP200000266TR_E4,6903,16,CP,inj,D,CP,CP
CELL.6905,CELL.6905,0,Injury_15DPI_rep4_FP200000266TR_E4,6905,9,WNTRGC,uninj,D,WNTRGC,WNTEGC
CELL.6906,CELL.6906,10,Injury_15DPI_rep4_FP200000266TR_E4,6906,13,REARGC,inj,D,REARGC,REAEGC
CELL.6907,CELL.6907,0,Injury_15DPI_rep4_FP200000266TR_E4,6907,1,MPEX,uninj,D,MPEX,MPEX
CELL.6908,CELL.6908,0,Injury_15DPI_rep4_FP200000266TR_E4,6908,1,MPEX,uninj,D,MPEX,MPEX
CELL.6909,CELL.6909,10,Injury_15DPI_rep4_FP200000266TR_E4,6909,13,REARGC,inj,D,REARGC,REAEGC
CELL.6910,CELL.6910,10,Injury_15DPI_rep4_FP200000266TR_E4,6910,13,REARGC,inj,D,REARGC,REAEGC
CELL.6911,CELL.6911,6,Injury_15DPI_rep4_FP200000266TR_E4,6911,5,Immature NPTXEX,inj,D,Immature Neuron-Wound,IMN
CELL.6912,CELL.6912,4,Injury_15DPI_rep4_FP200000266TR_E4,6912,4,CP,uninj,D,VLMC,VLMC
CELL.6913,CELL.6913,7,Injury_15DPI_rep4_FP200000266TR_E4,6913,7,NPTXEX,inj,D,NPTXEX,NPTXEX
