,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.10714,CELL.10714,2,Injury_20DPI_rep2_SS200000147BL_B4,10714,1,7137.0,3945.0,inj,V,DIPC,TLNBL
CELL.10715,CELL.10715,1,Injury_20DPI_rep2_SS200000147BL_B4,10715,7,8109.0,3950.0,inj,V,VLMC,VLMC
CELL.10716,CELL.10716,0,Injury_20DPI_rep2_SS200000147BL_B4,10716,0,11587.0,3951.0,uninj,D,MSN,MSN
CELL.10717,CELL.10717,5,Injury_20DPI_rep2_SS200000147BL_B4,10717,9,12162.0,3949.0,uninj,D,VLMC,VLMC
CELL.10720,CELL.10720,3,Injury_20DPI_rep2_SS200000147BL_B4,10720,0,6557.0,3946.0,inj,V,MSN,MSN
CELL.10721,CELL.10721,8,Injury_20DPI_rep2_SS200000147BL_B4,10721,1,7591.0,3946.0,inj,V,DIPC,TLNBL
CELL.10722,CELL.10722,3,Injury_20DPI_rep2_SS200000147BL_B4,10722,0,6511.0,3955.0,inj,V,Striatum IN,MSN
CELL.10723,CELL.10723,2,Injury_20DPI_rep2_SS200000147BL_B4,10723,7,6854.0,3959.0,inj,V,VLMC,VLMC
CELL.10724,CELL.10724,6,Injury_20DPI_rep2_SS200000147BL_B4,10724,7,8224.0,3951.0,inj,V,VLMC,VLMC
CELL.10725,CELL.10725,4,Injury_20DPI_rep2_SS200000147BL_B4,10725,5,10201.0,3951.0,uninj,D,MPEX,MPEX
CELL.10727,CELL.10727,7,Injury_20DPI_rep2_SS200000147BL_B4,10727,15,11712.0,3956.0,uninj,D,OBNBL,OBNBL
CELL.10729,CELL.10729,6,Injury_20DPI_rep2_SS200000147BL_B4,10729,7,6127.0,3951.0,inj,V,VLMC,VLMC
CELL.10730,CELL.10730,4,Injury_20DPI_rep2_SS200000147BL_B4,10730,5,10106.0,3956.0,uninj,D,MPEX,MPEX
CELL.10731,CELL.10731,5,Injury_20DPI_rep2_SS200000147BL_B4,10731,9,12188.0,3955.0,uninj,D,VLMC,VLMC
CELL.10732,CELL.10732,7,Injury_20DPI_rep2_SS200000147BL_B4,10732,2,11800.0,3954.0,uninj,D,NPTXEX,NPTXEX
CELL.10733,CELL.10733,6,Injury_20DPI_rep2_SS200000147BL_B4,10733,7,11997.0,3952.0,uninj,D,VLMC,VLMC
CELL.10734,CELL.10734,6,Injury_20DPI_rep2_SS200000147BL_B4,10734,7,12021.0,3949.0,uninj,D,VLMC,VLMC
CELL.10736,CELL.10736,2,Injury_20DPI_rep2_SS200000147BL_B4,10736,12,10995.0,3950.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10737,CELL.10737,2,Injury_20DPI_rep2_SS200000147BL_B4,10737,1,11171.0,3957.0,uninj,D,DIPC,TLNBL
CELL.10738,CELL.10738,0,Injury_20DPI_rep2_SS200000147BL_B4,10738,0,11404.0,3955.0,uninj,D,MSN,MSN
CELL.10739,CELL.10739,2,Injury_20DPI_rep2_SS200000147BL_B4,10739,12,11058.0,3954.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10740,CELL.10740,2,Injury_20DPI_rep2_SS200000147BL_B4,10740,12,11114.0,3963.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10743,CELL.10743,3,Injury_20DPI_rep2_SS200000147BL_B4,10743,10,6444.0,3949.0,inj,V,Striatum IN,MSN
CELL.10744,CELL.10744,2,Injury_20DPI_rep2_SS200000147BL_B4,10744,12,6971.0,3951.0,inj,V,SFRPRGC,SFRPEGC
CELL.10745,CELL.10745,8,Injury_20DPI_rep2_SS200000147BL_B4,10745,6,7744.0,3959.0,inj,V,WNTRGC,WNTEGC
CELL.10746,CELL.10746,5,Injury_20DPI_rep2_SS200000147BL_B4,10746,7,8181.0,3956.0,inj,V,VLMC,VLMC
CELL.10747,CELL.10747,6,Injury_20DPI_rep2_SS200000147BL_B4,10747,5,8263.0,3958.0,inj,V,MPEX,MPEX
CELL.10748,CELL.10748,4,Injury_20DPI_rep2_SS200000147BL_B4,10748,5,10289.0,3959.0,uninj,D,MPEX,MPEX
CELL.10749,CELL.10749,6,Injury_20DPI_rep2_SS200000147BL_B4,10749,8,10310.0,3958.0,uninj,D,DPEX,DPEX
CELL.10750,CELL.10750,3,Injury_20DPI_rep2_SS200000147BL_B4,10750,10,6683.0,3961.0,inj,V,Striatum IN,MSN
CELL.10751,CELL.10751,8,Injury_20DPI_rep2_SS200000147BL_B4,10751,6,7662.0,3944.0,inj,V,WNTRGC,WNTEGC
CELL.10752,CELL.10752,1,Injury_20DPI_rep2_SS200000147BL_B4,10752,4,7943.0,3958.0,inj,V,CMPN,CMPN
CELL.10753,CELL.10753,8,Injury_20DPI_rep2_SS200000147BL_B4,10753,6,10394.0,3958.0,uninj,D,WNTRGC,WNTEGC
CELL.10754,CELL.10754,0,Injury_20DPI_rep2_SS200000147BL_B4,10754,0,11470.0,3958.0,uninj,D,MSN,MSN
CELL.10758,CELL.10758,0,Injury_20DPI_rep2_SS200000147BL_B4,10758,0,6340.0,3964.0,inj,V,MSN,MSN
CELL.10759,CELL.10759,6,Injury_20DPI_rep2_SS200000147BL_B4,10759,7,9280.0,3959.0,uninj,D,VLMC,VLMC
CELL.10760,CELL.10760,6,Injury_20DPI_rep2_SS200000147BL_B4,10760,1,10892.0,3960.0,uninj,D,DIPC,TLNBL
CELL.10761,CELL.10761,3,Injury_20DPI_rep2_SS200000147BL_B4,10761,10,6469.0,3957.0,inj,V,Striatum IN,MSN
CELL.10762,CELL.10762,2,Injury_20DPI_rep2_SS200000147BL_B4,10762,12,6949.0,3963.0,inj,V,SFRPRGC,SFRPEGC
CELL.10763,CELL.10763,2,Injury_20DPI_rep2_SS200000147BL_B4,10763,1,7058.0,3960.0,inj,V,DIPC,TLNBL
CELL.10765,CELL.10765,7,Injury_20DPI_rep2_SS200000147BL_B4,10765,14,11623.0,3956.0,uninj,D,SSTIN,SSTIN
CELL.10768,CELL.10768,1,Injury_20DPI_rep2_SS200000147BL_B4,10768,13,7766.0,3975.0,inj,V,NPYIN,NPYIN
CELL.10769,CELL.10769,1,Injury_20DPI_rep2_SS200000147BL_B4,10769,4,8047.0,3964.0,inj,V,CMPN,CMPN
CELL.10770,CELL.10770,5,Injury_20DPI_rep2_SS200000147BL_B4,10770,7,10818.0,3959.0,uninj,D,VLMC,VLMC
CELL.10771,CELL.10771,0,Injury_20DPI_rep2_SS200000147BL_B4,10771,0,11328.0,3964.0,uninj,D,MSN,MSN
CELL.10772,CELL.10772,7,Injury_20DPI_rep2_SS200000147BL_B4,10772,2,11741.0,3963.0,uninj,D,NPTXEX,NPTXEX
CELL.10774,CELL.10774,0,Injury_20DPI_rep2_SS200000147BL_B4,10774,10,6582.0,3964.0,inj,V,Striatum IN,MSN
CELL.10775,CELL.10775,2,Injury_20DPI_rep2_SS200000147BL_B4,10775,1,7123.0,3963.0,inj,V,DIPC,TLNBL
CELL.10780,CELL.10780,4,Injury_20DPI_rep2_SS200000147BL_B4,10780,5,10153.0,3966.0,uninj,D,MPEX,MPEX
CELL.10787,CELL.10787,5,Injury_20DPI_rep2_SS200000147BL_B4,10787,2,7965.0,3965.0,inj,V,VLMC,VLMC
CELL.10788,CELL.10788,2,Injury_20DPI_rep2_SS200000147BL_B4,10788,12,10954.0,3962.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10790,CELL.10790,3,Injury_20DPI_rep2_SS200000147BL_B4,10790,10,6633.0,3967.0,inj,V,Striatum IN,MSN
CELL.10791,CELL.10791,0,Injury_20DPI_rep2_SS200000147BL_B4,10791,0,6731.0,3973.0,inj,V,MSN,MSN
CELL.10792,CELL.10792,0,Injury_20DPI_rep2_SS200000147BL_B4,10792,7,6759.0,3967.0,inj,V,VLMC,VLMC
CELL.10793,CELL.10793,2,Injury_20DPI_rep2_SS200000147BL_B4,10793,1,7018.0,3967.0,inj,V,DIPC,TLNBL
CELL.10794,CELL.10794,1,Injury_20DPI_rep2_SS200000147BL_B4,10794,13,7802.0,3962.0,inj,V,NPYIN,NPYIN
CELL.10795,CELL.10795,2,Injury_20DPI_rep2_SS200000147BL_B4,10795,12,11236.0,3963.0,uninj,D,DIPC,TLNBL
CELL.10800,CELL.10800,3,Injury_20DPI_rep2_SS200000147BL_B4,10800,10,6414.0,3968.0,inj,V,Striatum IN,MSN
CELL.10802,CELL.10802,0,Injury_20DPI_rep2_SS200000147BL_B4,10802,0,11532.0,3970.0,uninj,D,MSN,MSN
CELL.10803,CELL.10803,4,Injury_20DPI_rep2_SS200000147BL_B4,10803,5,10042.0,3973.0,uninj,D,MPEX,MPEX
CELL.10804,CELL.10804,0,Injury_20DPI_rep2_SS200000147BL_B4,10804,1,11291.0,3968.0,uninj,D,DIPC,TLNBL
CELL.10805,CELL.10805,0,Injury_20DPI_rep2_SS200000147BL_B4,10805,0,11422.0,3976.0,uninj,D,MSN,MSN
CELL.10806,CELL.10806,5,Injury_20DPI_rep2_SS200000147BL_B4,10806,9,12162.0,3970.0,uninj,D,VLMC,VLMC
CELL.10808,CELL.10808,0,Injury_20DPI_rep2_SS200000147BL_B4,10808,0,11934.0,3970.0,uninj,D,MSN,MSN
CELL.10810,CELL.10810,4,Injury_20DPI_rep2_SS200000147BL_B4,10810,5,9866.0,3976.0,uninj,D,MPEX,MPEX
CELL.10813,CELL.10813,3,Injury_20DPI_rep2_SS200000147BL_B4,10813,10,6483.0,3982.0,inj,V,Striatum IN,MSN
CELL.10814,CELL.10814,2,Injury_20DPI_rep2_SS200000147BL_B4,10814,9,6829.0,3982.0,inj,V,VLMC,VLMC
CELL.10815,CELL.10815,3,Injury_20DPI_rep2_SS200000147BL_B4,10815,0,6366.0,3964.0,inj,V,MSN,MSN
CELL.10819,CELL.10819,5,Injury_20DPI_rep2_SS200000147BL_B4,10819,2,6085.0,3975.0,inj,V,Striatum IN,MSN
CELL.10820,CELL.10820,3,Injury_20DPI_rep2_SS200000147BL_B4,10820,0,6392.0,3975.0,inj,V,MSN,MSN
CELL.10821,CELL.10821,6,Injury_20DPI_rep2_SS200000147BL_B4,10821,6,7603.0,3972.0,inj,V,WNTRGC,WNTEGC
CELL.10823,CELL.10823,2,Injury_20DPI_rep2_SS200000147BL_B4,10823,1,11170.0,3978.0,uninj,D,DIPC,TLNBL
CELL.10826,CELL.10826,2,Injury_20DPI_rep2_SS200000147BL_B4,10826,12,11011.0,3972.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10830,CELL.10830,3,Injury_20DPI_rep2_SS200000147BL_B4,10830,10,6515.0,3977.0,inj,V,Striatum IN,MSN
CELL.10831,CELL.10831,2,Injury_20DPI_rep2_SS200000147BL_B4,10831,12,7090.0,3973.0,inj,V,SFRPRGC,SFRPEGC
CELL.10832,CELL.10832,4,Injury_20DPI_rep2_SS200000147BL_B4,10832,5,9737.0,3983.0,uninj,D,MPEX,MPEX
CELL.10833,CELL.10833,4,Injury_20DPI_rep2_SS200000147BL_B4,10833,5,10341.0,3978.0,uninj,D,MPEX,MPEX
CELL.10834,CELL.10834,0,Injury_20DPI_rep2_SS200000147BL_B4,10834,0,11385.0,3974.0,uninj,D,MSN,MSN
CELL.10835,CELL.10835,0,Injury_20DPI_rep2_SS200000147BL_B4,10835,0,11564.0,3976.0,uninj,D,MSN,MSN
CELL.10836,CELL.10836,8,Injury_20DPI_rep2_SS200000147BL_B4,10836,6,7671.0,3980.0,inj,V,WNTRGC,WNTEGC
CELL.10837,CELL.10837,1,Injury_20DPI_rep2_SS200000147BL_B4,10837,4,7887.0,3974.0,inj,V,CMPN,CMPN
CELL.10840,CELL.10840,0,Injury_20DPI_rep2_SS200000147BL_B4,10840,0,6707.0,3987.0,inj,V,MSN,MSN
CELL.10841,CELL.10841,5,Injury_20DPI_rep2_SS200000147BL_B4,10841,4,8224.0,3978.0,inj,V,Immature Neuron-Wound,IMN
CELL.10842,CELL.10842,0,Injury_20DPI_rep2_SS200000147BL_B4,10842,0,11506.0,3974.0,uninj,D,MSN,MSN
CELL.10843,CELL.10843,2,Injury_20DPI_rep2_SS200000147BL_B4,10843,12,10916.0,3972.0,uninj,D,DIPC,TLNBL
CELL.10844,CELL.10844,7,Injury_20DPI_rep2_SS200000147BL_B4,10844,2,11653.0,3976.0,uninj,D,NPTXEX,NPTXEX
CELL.10848,CELL.10848,2,Injury_20DPI_rep2_SS200000147BL_B4,10848,7,6872.0,3974.0,inj,V,VLMC,VLMC
CELL.10849,CELL.10849,1,Injury_20DPI_rep2_SS200000147BL_B4,10849,4,7831.0,3982.0,inj,V,CMPN,CMPN
CELL.10851,CELL.10851,4,Injury_20DPI_rep2_SS200000147BL_B4,10851,5,10216.0,3981.0,uninj,D,MPEX,MPEX
CELL.10852,CELL.10852,0,Injury_20DPI_rep2_SS200000147BL_B4,10852,0,11457.0,3980.0,uninj,D,MSN,MSN
CELL.10853,CELL.10853,0,Injury_20DPI_rep2_SS200000147BL_B4,10853,0,6674.0,3985.0,inj,V,MSN,MSN
CELL.10856,CELL.10856,3,Injury_20DPI_rep2_SS200000147BL_B4,10856,0,6435.0,3981.0,inj,V,MSN,MSN
CELL.10857,CELL.10857,2,Injury_20DPI_rep2_SS200000147BL_B4,10857,1,6944.0,3985.0,inj,V,DIPC,TLNBL
CELL.10858,CELL.10858,2,Injury_20DPI_rep2_SS200000147BL_B4,10858,1,7041.0,3982.0,inj,V,DIPC,TLNBL
CELL.10859,CELL.10859,8,Injury_20DPI_rep2_SS200000147BL_B4,10859,6,7731.0,3981.0,inj,V,WNTRGC,WNTEGC
CELL.10860,CELL.10860,2,Injury_20DPI_rep2_SS200000147BL_B4,10860,12,11207.0,3985.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10861,CELL.10861,7,Injury_20DPI_rep2_SS200000147BL_B4,10861,2,11708.0,3989.0,uninj,D,NPTXEX,NPTXEX
CELL.10863,CELL.10863,6,Injury_20DPI_rep2_SS200000147BL_B4,10863,7,6110.0,3981.0,inj,V,VLMC,VLMC
CELL.10864,CELL.10864,0,Injury_20DPI_rep2_SS200000147BL_B4,10864,7,6308.0,3986.0,inj,V,VLMC,VLMC
CELL.10865,CELL.10865,8,Injury_20DPI_rep2_SS200000147BL_B4,10865,6,10408.0,3982.0,uninj,D,WNTRGC,WNTEGC
CELL.10866,CELL.10866,0,Injury_20DPI_rep2_SS200000147BL_B4,10866,1,11272.0,3988.0,uninj,D,DIPC,TLNBL
CELL.10868,CELL.10868,4,Injury_20DPI_rep2_SS200000147BL_B4,10868,5,10304.0,3985.0,uninj,D,MPEX,MPEX
CELL.10870,CELL.10870,6,Injury_20DPI_rep2_SS200000147BL_B4,10870,7,6169.0,3982.0,inj,V,VLMC,VLMC
CELL.10871,CELL.10871,2,Injury_20DPI_rep2_SS200000147BL_B4,10871,12,6982.0,3981.0,inj,V,SFRPRGC,SFRPEGC
CELL.10872,CELL.10872,8,Injury_20DPI_rep2_SS200000147BL_B4,10872,6,7701.0,3981.0,inj,V,WNTRGC,WNTEGC
CELL.10874,CELL.10874,8,Injury_20DPI_rep2_SS200000147BL_B4,10874,6,10374.0,3982.0,uninj,D,WNTRGC,WNTEGC
CELL.10875,CELL.10875,5,Injury_20DPI_rep2_SS200000147BL_B4,10875,10,11683.0,3987.0,uninj,D,Striatum IN,MSN
CELL.10878,CELL.10878,3,Injury_20DPI_rep2_SS200000147BL_B4,10878,0,6598.0,3986.0,inj,V,MSN,MSN
CELL.10879,CELL.10879,2,Injury_20DPI_rep2_SS200000147BL_B4,10879,12,11091.0,3996.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10882,CELL.10882,3,Injury_20DPI_rep2_SS200000147BL_B4,10882,10,6457.0,3987.0,inj,V,Striatum IN,MSN
CELL.10883,CELL.10883,7,Injury_20DPI_rep2_SS200000147BL_B4,10883,15,11773.0,3988.0,uninj,D,OBNBL,OBNBL
CELL.10885,CELL.10885,2,Injury_20DPI_rep2_SS200000147BL_B4,10885,1,6914.0,3992.0,inj,V,DIPC,TLNBL
CELL.10886,CELL.10886,6,Injury_20DPI_rep2_SS200000147BL_B4,10886,4,8032.0,3989.0,inj,V,CMPN,CMPN
CELL.10887,CELL.10887,0,Injury_20DPI_rep2_SS200000147BL_B4,10887,0,6560.0,3990.0,inj,V,MSN,MSN
CELL.10888,CELL.10888,0,Injury_20DPI_rep2_SS200000147BL_B4,10888,7,6778.0,3992.0,inj,V,VLMC,VLMC
CELL.10889,CELL.10889,2,Injury_20DPI_rep2_SS200000147BL_B4,10889,12,11053.0,3993.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10890,CELL.10890,2,Injury_20DPI_rep2_SS200000147BL_B4,10890,12,11140.0,3983.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10891,CELL.10891,4,Injury_20DPI_rep2_SS200000147BL_B4,10891,5,9679.0,3994.0,uninj,D,MPEX,MPEX
CELL.10894,CELL.10894,5,Injury_20DPI_rep2_SS200000147BL_B4,10894,9,5913.0,3982.0,inj,V,VLMC,VLMC
CELL.10895,CELL.10895,0,Injury_20DPI_rep2_SS200000147BL_B4,10895,0,11342.0,3989.0,uninj,D,MSN,MSN
CELL.10898,CELL.10898,6,Injury_20DPI_rep2_SS200000147BL_B4,10898,1,10821.0,3999.0,uninj,D,DIPC,TLNBL
CELL.10899,CELL.10899,0,Injury_20DPI_rep2_SS200000147BL_B4,10899,0,11593.0,3995.0,uninj,D,MSN,MSN
CELL.10901,CELL.10901,3,Injury_20DPI_rep2_SS200000147BL_B4,10901,10,6507.0,3994.0,inj,V,Striatum IN,MSN
CELL.10902,CELL.10902,3,Injury_20DPI_rep2_SS200000147BL_B4,10902,10,6627.0,3995.0,inj,V,Striatum IN,MSN
CELL.10903,CELL.10903,1,Injury_20DPI_rep2_SS200000147BL_B4,10903,13,7881.0,3994.0,inj,V,NPYIN,NPYIN
CELL.10904,CELL.10904,4,Injury_20DPI_rep2_SS200000147BL_B4,10904,5,10123.0,3991.0,uninj,D,MPEX,MPEX
CELL.10905,CELL.10905,2,Injury_20DPI_rep2_SS200000147BL_B4,10905,12,7058.0,4003.0,inj,V,SFRPRGC,SFRPEGC
CELL.10906,CELL.10906,0,Injury_20DPI_rep2_SS200000147BL_B4,10906,0,6742.0,3996.0,inj,V,MSN,MSN
CELL.10907,CELL.10907,4,Injury_20DPI_rep2_SS200000147BL_B4,10907,5,9986.0,3996.0,uninj,D,MPEX,MPEX
CELL.10908,CELL.10908,0,Injury_20DPI_rep2_SS200000147BL_B4,10908,0,11478.0,3993.0,uninj,D,MSN,MSN
CELL.10909,CELL.10909,3,Injury_20DPI_rep2_SS200000147BL_B4,10909,2,11741.0,3992.0,uninj,D,OBNBL,OBNBL
CELL.10910,CELL.10910,0,Injury_20DPI_rep2_SS200000147BL_B4,10910,15,11869.0,3997.0,uninj,D,OBNBL,OBNBL
CELL.10915,CELL.10915,0,Injury_20DPI_rep2_SS200000147BL_B4,10915,0,11538.0,3996.0,uninj,D,MSN,MSN
CELL.10917,CELL.10917,4,Injury_20DPI_rep2_SS200000147BL_B4,10917,5,10161.0,3997.0,uninj,D,MPEX,MPEX
CELL.10918,CELL.10918,0,Injury_20DPI_rep2_SS200000147BL_B4,10918,0,11564.0,4002.0,uninj,D,MSN,MSN
CELL.10919,CELL.10919,7,Injury_20DPI_rep2_SS200000147BL_B4,10919,2,11630.0,3997.0,uninj,D,NPTXEX,NPTXEX
CELL.10923,CELL.10923,2,Injury_20DPI_rep2_SS200000147BL_B4,10923,1,7017.0,4008.0,inj,V,DIPC,TLNBL
CELL.10924,CELL.10924,4,Injury_20DPI_rep2_SS200000147BL_B4,10924,5,10209.0,3997.0,uninj,D,MPEX,MPEX
CELL.10927,CELL.10927,0,Injury_20DPI_rep2_SS200000147BL_B4,10927,0,6200.0,4002.0,inj,V,MSN,MSN
CELL.10928,CELL.10928,0,Injury_20DPI_rep2_SS200000147BL_B4,10928,0,11303.0,3995.0,uninj,D,DIPC,TLNBL
CELL.10929,CELL.10929,2,Injury_20DPI_rep2_SS200000147BL_B4,10929,6,7581.0,4000.0,inj,V,WNTRGC,WNTEGC
CELL.10930,CELL.10930,0,Injury_20DPI_rep2_SS200000147BL_B4,10930,0,11366.0,4004.0,uninj,D,MSN,MSN
CELL.10931,CELL.10931,0,Injury_20DPI_rep2_SS200000147BL_B4,10931,0,11426.0,4001.0,uninj,D,MSN,MSN
CELL.10934,CELL.10934,0,Injury_20DPI_rep2_SS200000147BL_B4,10934,0,6229.0,4008.0,inj,V,MSN,MSN
CELL.10935,CELL.10935,0,Injury_20DPI_rep2_SS200000147BL_B4,10935,0,6539.0,4001.0,inj,V,MSN,MSN
CELL.10936,CELL.10936,4,Injury_20DPI_rep2_SS200000147BL_B4,10936,5,10346.0,4006.0,uninj,D,MPEX,MPEX
CELL.10937,CELL.10937,2,Injury_20DPI_rep2_SS200000147BL_B4,10937,12,11185.0,4010.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10938,CELL.10938,0,Injury_20DPI_rep2_SS200000147BL_B4,10938,0,11394.0,4004.0,uninj,D,MSN,MSN
CELL.10939,CELL.10939,1,Injury_20DPI_rep2_SS200000147BL_B4,10939,13,7754.0,4007.0,inj,V,NPYIN,NPYIN
CELL.10940,CELL.10940,0,Injury_20DPI_rep2_SS200000147BL_B4,10940,0,11507.0,4006.0,uninj,D,MSN,MSN
CELL.10942,CELL.10942,4,Injury_20DPI_rep2_SS200000147BL_B4,10942,5,9723.0,4002.0,uninj,D,MPEX,MPEX
CELL.10943,CELL.10943,4,Injury_20DPI_rep2_SS200000147BL_B4,10943,5,10084.0,4006.0,uninj,D,MPEX,MPEX
CELL.10946,CELL.10946,0,Injury_20DPI_rep2_SS200000147BL_B4,10946,0,6661.0,4008.0,inj,V,MSN,MSN
CELL.10947,CELL.10947,2,Injury_20DPI_rep2_SS200000147BL_B4,10947,9,6864.0,4008.0,inj,V,VLMC,VLMC
CELL.10948,CELL.10948,1,Injury_20DPI_rep2_SS200000147BL_B4,10948,13,7926.0,4010.0,inj,V,NPYIN,NPYIN
CELL.10949,CELL.10949,5,Injury_20DPI_rep2_SS200000147BL_B4,10949,1,7512.0,4009.0,inj,V,DIPC,TLNBL
CELL.10950,CELL.10950,1,Injury_20DPI_rep2_SS200000147BL_B4,10950,4,7837.0,4010.0,inj,V,CMPN,CMPN
CELL.10951,CELL.10951,6,Injury_20DPI_rep2_SS200000147BL_B4,10951,1,11159.0,4012.0,uninj,D,DIPC,TLNBL
CELL.10952,CELL.10952,2,Injury_20DPI_rep2_SS200000147BL_B4,10952,1,11254.0,4013.0,uninj,D,DIPC,TLNBL
CELL.10954,CELL.10954,8,Injury_20DPI_rep2_SS200000147BL_B4,10954,6,7720.0,4006.0,inj,V,WNTRGC,WNTEGC
CELL.10955,CELL.10955,8,Injury_20DPI_rep2_SS200000147BL_B4,10955,6,10379.0,4013.0,uninj,D,WNTRGC,WNTEGC
CELL.10958,CELL.10958,0,Injury_20DPI_rep2_SS200000147BL_B4,10958,0,6461.0,4011.0,inj,V,MSN,MSN
CELL.10959,CELL.10959,2,Injury_20DPI_rep2_SS200000147BL_B4,10959,7,6894.0,4012.0,inj,V,VLMC,VLMC
CELL.10960,CELL.10960,6,Injury_20DPI_rep2_SS200000147BL_B4,10960,18,8126.0,4011.0,inj,V,MPIN,MPIN
CELL.10962,CELL.10962,5,Injury_20DPI_rep2_SS200000147BL_B4,10962,9,6803.0,4012.0,inj,V,VLMC,VLMC
CELL.10963,CELL.10963,5,Injury_20DPI_rep2_SS200000147BL_B4,10963,7,9376.0,4016.0,uninj,D,VLMC,VLMC
CELL.10966,CELL.10966,3,Injury_20DPI_rep2_SS200000147BL_B4,10966,10,6424.0,4008.0,inj,V,Striatum IN,MSN
CELL.10968,CELL.10968,0,Injury_20DPI_rep2_SS200000147BL_B4,10968,0,11447.0,4016.0,uninj,D,MSN,MSN
CELL.10969,CELL.10969,6,Injury_20DPI_rep2_SS200000147BL_B4,10969,0,8046.0,4015.0,inj,V,MSN,MSN
CELL.10971,CELL.10971,2,Injury_20DPI_rep2_SS200000147BL_B4,10971,12,11210.0,4017.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10972,CELL.10972,0,Injury_20DPI_rep2_SS200000147BL_B4,10972,7,6172.0,4015.0,inj,V,VLMC,VLMC
CELL.10973,CELL.10973,3,Injury_20DPI_rep2_SS200000147BL_B4,10973,10,6320.0,4012.0,inj,V,Striatum IN,MSN
CELL.10974,CELL.10974,0,Injury_20DPI_rep2_SS200000147BL_B4,10974,0,6573.0,4020.0,inj,V,MSN,MSN
CELL.10975,CELL.10975,8,Injury_20DPI_rep2_SS200000147BL_B4,10975,6,7646.0,4013.0,inj,V,WNTRGC,WNTEGC
CELL.10977,CELL.10977,0,Injury_20DPI_rep2_SS200000147BL_B4,10977,0,6506.0,4016.0,inj,V,MSN,MSN
CELL.10979,CELL.10979,0,Injury_20DPI_rep2_SS200000147BL_B4,10979,7,6768.0,4019.0,inj,V,VLMC,VLMC
CELL.10980,CELL.10980,2,Injury_20DPI_rep2_SS200000147BL_B4,10980,1,6960.0,4010.0,inj,V,DIPC,TLNBL
CELL.10981,CELL.10981,8,Injury_20DPI_rep2_SS200000147BL_B4,10981,6,7687.0,4011.0,inj,V,WNTRGC,WNTEGC
CELL.10983,CELL.10983,5,Injury_20DPI_rep2_SS200000147BL_B4,10983,7,10844.0,4017.0,uninj,D,VLMC,VLMC
CELL.10984,CELL.10984,2,Injury_20DPI_rep2_SS200000147BL_B4,10984,1,11280.0,4019.0,uninj,D,DIPC,TLNBL
CELL.10985,CELL.10985,0,Injury_20DPI_rep2_SS200000147BL_B4,10985,10,11549.0,4018.0,uninj,D,Striatum IN,MSN
CELL.10986,CELL.10986,7,Injury_20DPI_rep2_SS200000147BL_B4,10986,2,11653.0,4015.0,uninj,D,NPTXEX,NPTXEX
CELL.10988,CELL.10988,2,Injury_20DPI_rep2_SS200000147BL_B4,10988,12,11116.0,4019.0,uninj,D,SFRPRGC,SFRPEGC
CELL.10989,CELL.10989,6,Injury_20DPI_rep2_SS200000147BL_B4,10989,2,6278.0,4020.0,inj,V,NPTXEX,NPTXEX
CELL.10990,CELL.10990,0,Injury_20DPI_rep2_SS200000147BL_B4,10990,3,6733.0,4018.0,inj,V,Immature Neuron-Wound,IMN
CELL.10991,CELL.10991,4,Injury_20DPI_rep2_SS200000147BL_B4,10991,5,9221.0,4016.0,uninj,D,MPEX,MPEX
CELL.10992,CELL.10992,7,Injury_20DPI_rep2_SS200000147BL_B4,10992,2,11710.0,4025.0,uninj,D,NPTXEX,NPTXEX
CELL.10993,CELL.10993,0,Injury_20DPI_rep2_SS200000147BL_B4,10993,0,6381.0,4021.0,inj,V,MSN,MSN
CELL.10994,CELL.10994,0,Injury_20DPI_rep2_SS200000147BL_B4,10994,0,6702.0,4017.0,inj,V,MSN,MSN
CELL.10995,CELL.10995,4,Injury_20DPI_rep2_SS200000147BL_B4,10995,5,10119.0,4019.0,uninj,D,MPEX,MPEX
CELL.10996,CELL.10996,4,Injury_20DPI_rep2_SS200000147BL_B4,10996,2,11983.0,4019.0,uninj,D,OBNBL,OBNBL
CELL.10999,CELL.10999,4,Injury_20DPI_rep2_SS200000147BL_B4,10999,5,10329.0,4022.0,uninj,D,MPEX,MPEX
CELL.11000,CELL.11000,7,Injury_20DPI_rep2_SS200000147BL_B4,11000,0,11680.0,4024.0,uninj,D,MSN,MSN
CELL.11005,CELL.11005,2,Injury_20DPI_rep2_SS200000147BL_B4,11005,1,7081.0,4024.0,inj,V,DIPC,TLNBL
