,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,Celltype,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.7513,CELL.7513,0,Injury_60DPI_rep3_FP200000264BL_A6,7513,6,MSN,inj,V,MSN,MSN
CELL.7514,CELL.7514,5,Injury_60DPI_rep3_FP200000264BL_A6,7514,0,CP,inj,V,VLMC,VLMC
CELL.7515,CELL.7515,2,Injury_60DPI_rep3_FP200000264BL_A6,7515,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7516,CELL.7516,2,Injury_60DPI_rep3_FP200000264BL_A6,7516,3,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7517,CELL.7517,0,Injury_60DPI_rep3_FP200000264BL_A6,7517,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7518,CELL.7518,4,Injury_60DPI_rep3_FP200000264BL_A6,7518,0,CP,inj,V,VLMC,VLMC
CELL.7519,CELL.7519,2,Injury_60DPI_rep3_FP200000264BL_A6,7519,5,StriatumIN,inj,V,MSN,MSN
CELL.7520,CELL.7520,1,Injury_60DPI_rep3_FP200000264BL_A6,7520,12,MPEX,inj,V,MPIN,MPIN
CELL.7521,CELL.7521,2,Injury_60DPI_rep3_FP200000264BL_A6,7521,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7522,CELL.7522,0,Injury_60DPI_rep3_FP200000264BL_A6,7522,6,MSN,uninj,V,MSN,MSN
CELL.7523,CELL.7523,4,Injury_60DPI_rep3_FP200000264BL_A6,7523,4,CP,uninj,V,VLMC,VLMC
CELL.7525,CELL.7525,1,Injury_60DPI_rep3_FP200000264BL_A6,7525,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.7526,CELL.7526,4,Injury_60DPI_rep3_FP200000264BL_A6,7526,4,CP,uninj,V,VLMC,VLMC
CELL.7529,CELL.7529,0,Injury_60DPI_rep3_FP200000264BL_A6,7529,6,MSN,inj,V,MSN,MSN
CELL.7530,CELL.7530,0,Injury_60DPI_rep3_FP200000264BL_A6,7530,6,MSN,inj,V,MSN,MSN
CELL.7531,CELL.7531,2,Injury_60DPI_rep3_FP200000264BL_A6,7531,3,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.7532,CELL.7532,5,Injury_60DPI_rep3_FP200000264BL_A6,7532,4,CP,uninj,V,VLMC,VLMC
CELL.7533,CELL.7533,2,Injury_60DPI_rep3_FP200000264BL_A6,7533,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7534,CELL.7534,5,Injury_60DPI_rep3_FP200000264BL_A6,7534,14,VLMC,inj,V,VLMC,VLMC
CELL.7535,CELL.7535,6,Injury_60DPI_rep3_FP200000264BL_A6,7535,12,SSTIN,uninj,V,SSTIN,SSTIN
CELL.7536,CELL.7536,0,Injury_60DPI_rep3_FP200000264BL_A6,7536,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7537,CELL.7537,0,Injury_60DPI_rep3_FP200000264BL_A6,7537,5,StriatumIN,uninj,V,MSN,MSN
CELL.7538,CELL.7538,5,Injury_60DPI_rep3_FP200000264BL_A6,7538,0,CP,inj,V,VLMC,VLMC
CELL.7539,CELL.7539,4,Injury_60DPI_rep3_FP200000264BL_A6,7539,4,CP,uninj,V,VLMC,VLMC
CELL.7542,CELL.7542,2,Injury_60DPI_rep3_FP200000264BL_A6,7542,3,SFRP1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7543,CELL.7543,2,Injury_60DPI_rep3_FP200000264BL_A6,7543,0,CP,uninj,V,VLMC,VLMC
CELL.7544,CELL.7544,2,Injury_60DPI_rep3_FP200000264BL_A6,7544,3,SFRP1RGC,inj,V,RIBRGC,RIBEGC
CELL.7545,CELL.7545,2,Injury_60DPI_rep3_FP200000264BL_A6,7545,3,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.7547,CELL.7547,0,Injury_60DPI_rep3_FP200000264BL_A6,7547,12,SSTIN,uninj,V,SSTIN,SSTIN
CELL.7548,CELL.7548,5,Injury_60DPI_rep3_FP200000264BL_A6,7548,0,CP,inj,V,VLMC,VLMC
CELL.7549,CELL.7549,0,Injury_60DPI_rep3_FP200000264BL_A6,7549,17,StriatumIN,inj,V,MSN,MSN
CELL.7550,CELL.7550,3,Injury_60DPI_rep3_FP200000264BL_A6,7550,4,CP,inj,V,VLMC,VLMC
CELL.7551,CELL.7551,4,Injury_60DPI_rep3_FP200000264BL_A6,7551,4,CP,inj,V,VLMC,VLMC
CELL.7552,CELL.7552,2,Injury_60DPI_rep3_FP200000264BL_A6,7552,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7554,CELL.7554,0,Injury_60DPI_rep3_FP200000264BL_A6,7554,5,StriatumIN,uninj,V,MSN,MSN
CELL.7555,CELL.7555,0,Injury_60DPI_rep3_FP200000264BL_A6,7555,7,NPTXEX,inj,V,NPTXEX,NPTXEX
CELL.7556,CELL.7556,2,Injury_60DPI_rep3_FP200000264BL_A6,7556,3,SFRP1RGC,inj,V,RIBRGC,RIBEGC
CELL.7557,CELL.7557,5,Injury_60DPI_rep3_FP200000264BL_A6,7557,0,CP,inj,V,VLMC,VLMC
CELL.7558,CELL.7558,0,Injury_60DPI_rep3_FP200000264BL_A6,7558,6,MSN,inj,V,MSN,MSN
CELL.7559,CELL.7559,0,Injury_60DPI_rep3_FP200000264BL_A6,7559,6,MSN,inj,V,MSN,MSN
CELL.7560,CELL.7560,3,Injury_60DPI_rep3_FP200000264BL_A6,7560,0,CP,inj,V,VLMC,VLMC
CELL.7561,CELL.7561,5,Injury_60DPI_rep3_FP200000264BL_A6,7561,4,CP,uninj,V,VLMC,VLMC
CELL.7562,CELL.7562,4,Injury_60DPI_rep3_FP200000264BL_A6,7562,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7563,CELL.7563,2,Injury_60DPI_rep3_FP200000264BL_A6,7563,3,SFRP1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7564,CELL.7564,0,Injury_60DPI_rep3_FP200000264BL_A6,7564,5,StriatumIN,uninj,V,MSN,MSN
CELL.7565,CELL.7565,0,Injury_60DPI_rep3_FP200000264BL_A6,7565,6,MSN,inj,V,MSN,MSN
CELL.7566,CELL.7566,0,Injury_60DPI_rep3_FP200000264BL_A6,7566,6,MSN,uninj,V,MSN,MSN
CELL.7567,CELL.7567,4,Injury_60DPI_rep3_FP200000264BL_A6,7567,4,CP,inj,V,VLMC,VLMC
CELL.7568,CELL.7568,6,Injury_60DPI_rep3_FP200000264BL_A6,7568,12,SSTIN,uninj,V,SSTIN,SSTIN
CELL.7569,CELL.7569,2,Injury_60DPI_rep3_FP200000264BL_A6,7569,0,CP,uninj,V,VLMC,VLMC
CELL.7570,CELL.7570,0,Injury_60DPI_rep3_FP200000264BL_A6,7570,6,MSN,uninj,V,MSN,MSN
CELL.7571,CELL.7571,0,Injury_60DPI_rep3_FP200000264BL_A6,7571,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7572,CELL.7572,0,Injury_60DPI_rep3_FP200000264BL_A6,7572,6,MSN,uninj,V,MSN,MSN
CELL.7574,CELL.7574,0,Injury_60DPI_rep3_FP200000264BL_A6,7574,6,MSN,inj,V,MSN,MSN
CELL.7575,CELL.7575,0,Injury_60DPI_rep3_FP200000264BL_A6,7575,6,MSN,inj,V,MSN,MSN
CELL.7576,CELL.7576,3,Injury_60DPI_rep3_FP200000264BL_A6,7576,2,WNTRGC,inj,V,Immature EX,TLNBL
CELL.7577,CELL.7577,4,Injury_60DPI_rep3_FP200000264BL_A6,7577,4,CP,uninj,V,VLMC,VLMC
CELL.7578,CELL.7578,3,Injury_60DPI_rep3_FP200000264BL_A6,7578,8,WNTRGC,inj,V,WNTRGC,WNTEGC
CELL.7580,CELL.7580,0,Injury_60DPI_rep3_FP200000264BL_A6,7580,5,StriatumIN,inj,V,MSN,MSN
CELL.7581,CELL.7581,1,Injury_60DPI_rep3_FP200000264BL_A6,7581,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.7582,CELL.7582,5,Injury_60DPI_rep3_FP200000264BL_A6,7582,0,CP,inj,V,VLMC,VLMC
CELL.7584,CELL.7584,0,Injury_60DPI_rep3_FP200000264BL_A6,7584,5,IMC,inj,V,MSN,MSN
CELL.7585,CELL.7585,2,Injury_60DPI_rep3_FP200000264BL_A6,7585,3,SFRP1RGC,inj,V,RIBRGC,RIBEGC
CELL.7587,CELL.7587,1,Injury_60DPI_rep3_FP200000264BL_A6,7587,1,CMPN,uninj,V,CMPN,CMPN
CELL.7588,CELL.7588,4,Injury_60DPI_rep3_FP200000264BL_A6,7588,0,CP,uninj,V,VLMC,VLMC
CELL.7589,CELL.7589,0,Injury_60DPI_rep3_FP200000264BL_A6,7589,6,MSN,inj,V,MSN,MSN
CELL.7590,CELL.7590,3,Injury_60DPI_rep3_FP200000264BL_A6,7590,8,WNTRGC,inj,V,Immature EX,TLNBL
CELL.7594,CELL.7594,0,Injury_60DPI_rep3_FP200000264BL_A6,7594,6,MSN,uninj,V,MSN,MSN
CELL.7595,CELL.7595,0,Injury_60DPI_rep3_FP200000264BL_A6,7595,6,MSN,inj,V,MSN,MSN
CELL.7596,CELL.7596,0,Injury_60DPI_rep3_FP200000264BL_A6,7596,11,BKC,inj,V,CCKIN,CCKIN
CELL.7597,CELL.7597,0,Injury_60DPI_rep3_FP200000264BL_A6,7597,6,MSN,inj,V,MSN,MSN
CELL.7598,CELL.7598,4,Injury_60DPI_rep3_FP200000264BL_A6,7598,0,CP,inj,V,VLMC,VLMC
CELL.7599,CELL.7599,1,Injury_60DPI_rep3_FP200000264BL_A6,7599,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.7600,CELL.7600,1,Injury_60DPI_rep3_FP200000264BL_A6,7600,15,NBL,uninj,V,NTNG1EX,NTNG1EX
CELL.7601,CELL.7601,0,Injury_60DPI_rep3_FP200000264BL_A6,7601,6,MSN,uninj,V,MSN,MSN
CELL.7602,CELL.7602,2,Injury_60DPI_rep3_FP200000264BL_A6,7602,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.7603,CELL.7603,1,Injury_60DPI_rep3_FP200000264BL_A6,7603,1,CMPN,uninj,V,CMPN,CMPN
CELL.7604,CELL.7604,2,Injury_60DPI_rep3_FP200000264BL_A6,7604,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7605,CELL.7605,4,Injury_60DPI_rep3_FP200000264BL_A6,7605,0,CP,uninj,V,VLMC,VLMC
CELL.7606,CELL.7606,0,Injury_60DPI_rep3_FP200000264BL_A6,7606,6,BKC,inj,V,MSN,MSN
CELL.7607,CELL.7607,3,Injury_60DPI_rep3_FP200000264BL_A6,7607,2,MPEX,inj,V,MPEX,MPEX
CELL.7608,CELL.7608,1,Injury_60DPI_rep3_FP200000264BL_A6,7608,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.7609,CELL.7609,4,Injury_60DPI_rep3_FP200000264BL_A6,7609,0,CP,uninj,V,VLMC,VLMC
CELL.7611,CELL.7611,5,Injury_60DPI_rep3_FP200000264BL_A6,7611,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7612,CELL.7612,2,Injury_60DPI_rep3_FP200000264BL_A6,7612,3,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.7613,CELL.7613,4,Injury_60DPI_rep3_FP200000264BL_A6,7613,0,CP,inj,V,VLMC,VLMC
CELL.7614,CELL.7614,0,Injury_60DPI_rep3_FP200000264BL_A6,7614,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7615,CELL.7615,2,Injury_60DPI_rep3_FP200000264BL_A6,7615,3,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7616,CELL.7616,0,Injury_60DPI_rep3_FP200000264BL_A6,7616,6,BKC,inj,V,CCKIN,CCKIN
CELL.7617,CELL.7617,0,Injury_60DPI_rep3_FP200000264BL_A6,7617,5,StriatumIN,inj,V,MSN,MSN
CELL.7618,CELL.7618,2,Injury_60DPI_rep3_FP200000264BL_A6,7618,3,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.7619,CELL.7619,2,Injury_60DPI_rep3_FP200000264BL_A6,7619,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7620,CELL.7620,0,Injury_60DPI_rep3_FP200000264BL_A6,7620,3,SFRP1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7621,CELL.7621,0,Injury_60DPI_rep3_FP200000264BL_A6,7621,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7622,CELL.7622,4,Injury_60DPI_rep3_FP200000264BL_A6,7622,4,CP,uninj,V,VLMC,VLMC
CELL.7623,CELL.7623,4,Injury_60DPI_rep3_FP200000264BL_A6,7623,4,CP,uninj,V,VLMC,VLMC
CELL.7624,CELL.7624,0,Injury_60DPI_rep3_FP200000264BL_A6,7624,6,MSN,inj,V,MSN,MSN
CELL.7625,CELL.7625,2,Injury_60DPI_rep3_FP200000264BL_A6,7625,3,WNTRGC,inj,V,Immature EX,TLNBL
CELL.7628,CELL.7628,0,Injury_60DPI_rep3_FP200000264BL_A6,7628,6,MSN,uninj,V,MSN,MSN
CELL.7629,CELL.7629,0,Injury_60DPI_rep3_FP200000264BL_A6,7629,6,MSN,uninj,V,MSN,MSN
CELL.7630,CELL.7630,2,Injury_60DPI_rep3_FP200000264BL_A6,7630,3,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7631,CELL.7631,0,Injury_60DPI_rep3_FP200000264BL_A6,7631,3,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7632,CELL.7632,0,Injury_60DPI_rep3_FP200000264BL_A6,7632,6,MSN,inj,V,MSN,MSN
CELL.7633,CELL.7633,0,Injury_60DPI_rep3_FP200000264BL_A6,7633,17,StriatumIN,inj,V,MSN,MSN
CELL.7634,CELL.7634,4,Injury_60DPI_rep3_FP200000264BL_A6,7634,0,CP,inj,V,VLMC,VLMC
CELL.7635,CELL.7635,1,Injury_60DPI_rep3_FP200000264BL_A6,7635,16,NPYIN,inj,V,NPYIN,NPYIN
CELL.7636,CELL.7636,0,Injury_60DPI_rep3_FP200000264BL_A6,7636,6,MSN,inj,V,MSN,MSN
CELL.7637,CELL.7637,2,Injury_60DPI_rep3_FP200000264BL_A6,7637,3,SFRP1RGC,inj,V,RIBRGC,RIBEGC
CELL.7638,CELL.7638,3,Injury_60DPI_rep3_FP200000264BL_A6,7638,0,CP,inj,V,VLMC,VLMC
CELL.7641,CELL.7641,1,Injury_60DPI_rep3_FP200000264BL_A6,7641,16,NPYIN,uninj,V,NPYIN,NPYIN
CELL.7642,CELL.7642,0,Injury_60DPI_rep3_FP200000264BL_A6,7642,5,StriatumIN,uninj,V,MSN,MSN
CELL.7643,CELL.7643,0,Injury_60DPI_rep3_FP200000264BL_A6,7643,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7644,CELL.7644,0,Injury_60DPI_rep3_FP200000264BL_A6,7644,6,MSN,inj,V,MSN,MSN
CELL.7645,CELL.7645,2,Injury_60DPI_rep3_FP200000264BL_A6,7645,3,SFRP1RGC,inj,V,RIBRGC,RIBEGC
CELL.7647,CELL.7647,0,Injury_60DPI_rep3_FP200000264BL_A6,7647,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.7648,CELL.7648,3,Injury_60DPI_rep3_FP200000264BL_A6,7648,2,WNTRGC,inj,V,Immature EX,TLNBL
CELL.7649,CELL.7649,3,Injury_60DPI_rep3_FP200000264BL_A6,7649,8,WNTRGC,inj,V,WNTRGC,WNTEGC
CELL.7650,CELL.7650,0,Injury_60DPI_rep3_FP200000264BL_A6,7650,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7651,CELL.7651,0,Injury_60DPI_rep3_FP200000264BL_A6,7651,7,NPTXEX,inj,V,NPTXEX,NPTXEX
CELL.7652,CELL.7652,0,Injury_60DPI_rep3_FP200000264BL_A6,7652,6,MSN,inj,V,MSN,MSN
CELL.7653,CELL.7653,4,Injury_60DPI_rep3_FP200000264BL_A6,7653,4,CP,uninj,V,VLMC,VLMC
CELL.7654,CELL.7654,0,Injury_60DPI_rep3_FP200000264BL_A6,7654,5,StriatumIN,uninj,V,MSN,MSN
CELL.7655,CELL.7655,0,Injury_60DPI_rep3_FP200000264BL_A6,7655,5,StriatumIN,inj,V,MSN,MSN
CELL.7656,CELL.7656,5,Injury_60DPI_rep3_FP200000264BL_A6,7656,0,CP,uninj,V,VLMC,VLMC
CELL.7659,CELL.7659,2,Injury_60DPI_rep3_FP200000264BL_A6,7659,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7660,CELL.7660,0,Injury_60DPI_rep3_FP200000264BL_A6,7660,5,StriatumIN,uninj,V,MSN,MSN
CELL.7661,CELL.7661,0,Injury_60DPI_rep3_FP200000264BL_A6,7661,6,MSN,inj,V,MSN,MSN
CELL.7662,CELL.7662,0,Injury_60DPI_rep3_FP200000264BL_A6,7662,6,MSN,inj,V,MSN,MSN
CELL.7666,CELL.7666,1,Injury_60DPI_rep3_FP200000264BL_A6,7666,13,SCGNIN,uninj,V,SCGNIN,SCGNIN
CELL.7667,CELL.7667,1,Injury_60DPI_rep3_FP200000264BL_A6,7667,1,CMPN,uninj,V,CMPN,CMPN
CELL.7668,CELL.7668,5,Injury_60DPI_rep3_FP200000264BL_A6,7668,1,CMPN,uninj,V,CMPN,CMPN
CELL.7670,CELL.7670,2,Injury_60DPI_rep3_FP200000264BL_A6,7670,5,IMC,uninj,V,MSN,MSN
CELL.7672,CELL.7672,4,Injury_60DPI_rep3_FP200000264BL_A6,7672,4,CP,uninj,V,VLMC,VLMC
CELL.7673,CELL.7673,0,Injury_60DPI_rep3_FP200000264BL_A6,7673,5,StriatumIN,uninj,V,MSN,MSN
CELL.7674,CELL.7674,0,Injury_60DPI_rep3_FP200000264BL_A6,7674,17,StriatumIN,inj,V,MSN,MSN
CELL.7675,CELL.7675,0,Injury_60DPI_rep3_FP200000264BL_A6,7675,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7676,CELL.7676,0,Injury_60DPI_rep3_FP200000264BL_A6,7676,17,StriatumIN,inj,V,MSN,MSN
CELL.7677,CELL.7677,0,Injury_60DPI_rep3_FP200000264BL_A6,7677,6,MSN,inj,V,MSN,MSN
CELL.7678,CELL.7678,0,Injury_60DPI_rep3_FP200000264BL_A6,7678,6,MSN,inj,V,MSN,MSN
CELL.7679,CELL.7679,4,Injury_60DPI_rep3_FP200000264BL_A6,7679,4,CP,uninj,V,VLMC,VLMC
CELL.7680,CELL.7680,2,Injury_60DPI_rep3_FP200000264BL_A6,7680,0,WNTRGC,uninj,V,VLMC,VLMC
CELL.7681,CELL.7681,5,Injury_60DPI_rep3_FP200000264BL_A6,7681,0,CP,inj,V,VLMC,VLMC
CELL.7684,CELL.7684,0,Injury_60DPI_rep3_FP200000264BL_A6,7684,6,MSN,inj,V,MSN,MSN
CELL.7685,CELL.7685,2,Injury_60DPI_rep3_FP200000264BL_A6,7685,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7686,CELL.7686,3,Injury_60DPI_rep3_FP200000264BL_A6,7686,16,NPYIN,inj,V,NPYIN,NPYIN
CELL.7687,CELL.7687,1,Injury_60DPI_rep3_FP200000264BL_A6,7687,16,NPYIN,inj,V,NPYIN,NPYIN
CELL.7688,CELL.7688,0,Injury_60DPI_rep3_FP200000264BL_A6,7688,6,MSN,inj,V,MSN,MSN
CELL.7689,CELL.7689,4,Injury_60DPI_rep3_FP200000264BL_A6,7689,4,CP,inj,V,VLMC,VLMC
CELL.7692,CELL.7692,0,Injury_60DPI_rep3_FP200000264BL_A6,7692,6,MSN,inj,V,MSN,MSN
CELL.7693,CELL.7693,4,Injury_60DPI_rep3_FP200000264BL_A6,7693,0,CP,uninj,V,VLMC,VLMC
CELL.7694,CELL.7694,0,Injury_60DPI_rep3_FP200000264BL_A6,7694,5,StriatumIN,inj,V,MSN,MSN
CELL.7695,CELL.7695,2,Injury_60DPI_rep3_FP200000264BL_A6,7695,8,WNTRGC,uninj,V,WNTRGC,WNTEGC
CELL.7697,CELL.7697,3,Injury_60DPI_rep3_FP200000264BL_A6,7697,8,WNTRGC,inj,V,Immature EX,TLNBL
CELL.7698,CELL.7698,4,Injury_60DPI_rep3_FP200000264BL_A6,7698,0,CP,uninj,V,VLMC,VLMC
CELL.7699,CELL.7699,0,Injury_60DPI_rep3_FP200000264BL_A6,7699,6,MSN,inj,V,MSN,MSN
CELL.7700,CELL.7700,2,Injury_60DPI_rep3_FP200000264BL_A6,7700,3,CCND1RGC,inj,V,RIBRGC,RIBEGC
CELL.7701,CELL.7701,4,Injury_60DPI_rep3_FP200000264BL_A6,7701,4,CP,uninj,V,VLMC,VLMC
CELL.7702,CELL.7702,0,Injury_60DPI_rep3_FP200000264BL_A6,7702,5,StriatumIN,uninj,V,MSN,MSN
CELL.7703,CELL.7703,0,Injury_60DPI_rep3_FP200000264BL_A6,7703,5,StriatumIN,uninj,V,MSN,MSN
CELL.7704,CELL.7704,0,Injury_60DPI_rep3_FP200000264BL_A6,7704,6,MSN,uninj,V,MSN,MSN
CELL.7705,CELL.7705,0,Injury_60DPI_rep3_FP200000264BL_A6,7705,6,MSN,uninj,V,MSN,MSN
CELL.7706,CELL.7706,4,Injury_60DPI_rep3_FP200000264BL_A6,7706,4,CP,inj,V,VLMC,VLMC
CELL.7709,CELL.7709,0,Injury_60DPI_rep3_FP200000264BL_A6,7709,6,MSN,inj,V,MSN,MSN
CELL.7711,CELL.7711,2,Injury_60DPI_rep3_FP200000264BL_A6,7711,3,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7712,CELL.7712,0,Injury_60DPI_rep3_FP200000264BL_A6,7712,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7713,CELL.7713,0,Injury_60DPI_rep3_FP200000264BL_A6,7713,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7714,CELL.7714,0,Injury_60DPI_rep3_FP200000264BL_A6,7714,6,MSN,inj,V,MSN,MSN
CELL.7715,CELL.7715,0,Injury_60DPI_rep3_FP200000264BL_A6,7715,5,StriatumIN,inj,V,MSN,MSN
CELL.7719,CELL.7719,4,Injury_60DPI_rep3_FP200000264BL_A6,7719,0,CP,uninj,V,VLMC,VLMC
CELL.7720,CELL.7720,0,Injury_60DPI_rep3_FP200000264BL_A6,7720,13,SCGNIN,inj,V,SCGNIN,SCGNIN
CELL.7721,CELL.7721,0,Injury_60DPI_rep3_FP200000264BL_A6,7721,5,IMC,inj,V,MSN,MSN
CELL.7722,CELL.7722,5,Injury_60DPI_rep3_FP200000264BL_A6,7722,0,CP,uninj,V,VLMC,VLMC
CELL.7723,CELL.7723,0,Injury_60DPI_rep3_FP200000264BL_A6,7723,5,StriatumIN,uninj,V,MSN,MSN
CELL.7724,CELL.7724,5,Injury_60DPI_rep3_FP200000264BL_A6,7724,15,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.7725,CELL.7725,0,Injury_60DPI_rep3_FP200000264BL_A6,7725,6,MSN,inj,V,MSN,MSN
CELL.7726,CELL.7726,4,Injury_60DPI_rep3_FP200000264BL_A6,7726,4,CP,uninj,V,VLMC,VLMC
CELL.7727,CELL.7727,0,Injury_60DPI_rep3_FP200000264BL_A6,7727,5,StriatumIN,uninj,V,MSN,MSN
CELL.7728,CELL.7728,5,Injury_60DPI_rep3_FP200000264BL_A6,7728,3,CP,inj,V,RIBRGC,RIBEGC
CELL.7729,CELL.7729,0,Injury_60DPI_rep3_FP200000264BL_A6,7729,6,MSN,uninj,V,MSN,MSN
CELL.7730,CELL.7730,0,Injury_60DPI_rep3_FP200000264BL_A6,7730,6,MSN,inj,V,MSN,MSN
CELL.7731,CELL.7731,1,Injury_60DPI_rep3_FP200000264BL_A6,7731,5,StriatumIN,uninj,V,MSN,MSN
CELL.7732,CELL.7732,4,Injury_60DPI_rep3_FP200000264BL_A6,7732,0,CP,uninj,V,VLMC,VLMC
CELL.7733,CELL.7733,0,Injury_60DPI_rep3_FP200000264BL_A6,7733,6,MSN,inj,V,MSN,MSN
CELL.7734,CELL.7734,1,Injury_60DPI_rep3_FP200000264BL_A6,7734,15,NBL,inj,V,NTNG1EX,NTNG1EX
CELL.7735,CELL.7735,2,Injury_60DPI_rep3_FP200000264BL_A6,7735,3,SFRP1RGC,inj,V,RIBRGC,RIBEGC
CELL.7736,CELL.7736,4,Injury_60DPI_rep3_FP200000264BL_A6,7736,0,CP,inj,V,VLMC,VLMC
CELL.7737,CELL.7737,3,Injury_60DPI_rep3_FP200000264BL_A6,7737,2,MPEX,inj,V,MPEX,MPEX
CELL.7738,CELL.7738,1,Injury_60DPI_rep3_FP200000264BL_A6,7738,12,MPEX,uninj,V,MPIN,MPIN
CELL.7739,CELL.7739,0,Injury_60DPI_rep3_FP200000264BL_A6,7739,6,MSN,uninj,V,MSN,MSN
CELL.7740,CELL.7740,2,Injury_60DPI_rep3_FP200000264BL_A6,7740,8,WNTRGC,inj,V,Immature EX,TLNBL
CELL.7741,CELL.7741,4,Injury_60DPI_rep3_FP200000264BL_A6,7741,14,VLMC,inj,V,VLMC,VLMC
CELL.7742,CELL.7742,0,Injury_60DPI_rep3_FP200000264BL_A6,7742,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7743,CELL.7743,4,Injury_60DPI_rep3_FP200000264BL_A6,7743,4,CP,inj,V,VLMC,VLMC
CELL.7744,CELL.7744,0,Injury_60DPI_rep3_FP200000264BL_A6,7744,6,MSN,inj,V,MSN,MSN
CELL.7745,CELL.7745,0,Injury_60DPI_rep3_FP200000264BL_A6,7745,6,MSN,inj,V,MSN,MSN
CELL.7746,CELL.7746,1,Injury_60DPI_rep3_FP200000264BL_A6,7746,16,NPYIN,uninj,V,NPYIN,NPYIN
CELL.7747,CELL.7747,4,Injury_60DPI_rep3_FP200000264BL_A6,7747,4,CP,uninj,V,VLMC,VLMC
CELL.7748,CELL.7748,2,Injury_60DPI_rep3_FP200000264BL_A6,7748,3,SFRP1RGC,inj,V,SFRPRGC,SFRPEGC
CELL.7749,CELL.7749,2,Injury_60DPI_rep3_FP200000264BL_A6,7749,3,CCND1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7750,CELL.7750,0,Injury_60DPI_rep3_FP200000264BL_A6,7750,6,MSN,inj,V,MSN,MSN
CELL.7751,CELL.7751,0,Injury_60DPI_rep3_FP200000264BL_A6,7751,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7752,CELL.7752,5,Injury_60DPI_rep3_FP200000264BL_A6,7752,11,BKC,uninj,V,CCKIN,CCKIN
CELL.7753,CELL.7753,0,Injury_60DPI_rep3_FP200000264BL_A6,7753,5,IMC,inj,V,MSN,MSN
CELL.7754,CELL.7754,4,Injury_60DPI_rep3_FP200000264BL_A6,7754,2,WNTRGC,inj,V,Immature EX,TLNBL
CELL.7755,CELL.7755,4,Injury_60DPI_rep3_FP200000264BL_A6,7755,0,VLMC,uninj,V,VLMC,VLMC
CELL.7756,CELL.7756,2,Injury_60DPI_rep3_FP200000264BL_A6,7756,3,SFRP1RGC,uninj,V,RIBRGC,RIBEGC
CELL.7757,CELL.7757,0,Injury_60DPI_rep3_FP200000264BL_A6,7757,5,StriatumIN,uninj,V,MSN,MSN
CELL.7758,CELL.7758,0,Injury_60DPI_rep3_FP200000264BL_A6,7758,5,StriatumIN,inj,V,MSN,MSN
CELL.7759,CELL.7759,0,Injury_60DPI_rep3_FP200000264BL_A6,7759,5,StriatumIN,uninj,V,MSN,MSN
CELL.7760,CELL.7760,0,Injury_60DPI_rep3_FP200000264BL_A6,7760,6,MSN,uninj,V,MSN,MSN
