,CellID,spatial_leiden_e30_s8,Batch,cell_id,seurat_clusters,y_center,x_center,inj_uninj,D_V,Annotation_Final,Annotation_0306
CELL.7526,CELL.7526,4,Injury_20DPI_rep3_SS200000147BL_B5,7526,4,4469.0,3097.0,inj,D,MPEX,MPEX
CELL.7527,CELL.7527,6,Injury_20DPI_rep3_SS200000147BL_B5,7527,5,4473.0,3710.0,inj,D,WNTRGC,WNTEGC
CELL.7528,CELL.7528,6,Injury_20DPI_rep3_SS200000147BL_B5,7528,5,4468.0,3805.0,inj,D,WNTRGC,WNTEGC
CELL.7529,CELL.7529,6,Injury_20DPI_rep3_SS200000147BL_B5,7529,5,4479.0,3900.0,inj,D,WNTRGC,WNTEGC
CELL.7530,CELL.7530,1,Injury_20DPI_rep3_SS200000147BL_B5,7530,3,4472.0,4907.0,inj,D,VLMC,VLMC
CELL.7531,CELL.7531,1,Injury_20DPI_rep3_SS200000147BL_B5,7531,11,4470.0,373.0,inj,V,VLMC,VLMC
CELL.7532,CELL.7532,2,Injury_20DPI_rep3_SS200000147BL_B5,7532,7,4483.0,1841.0,inj,V,CMPN,CMPN
CELL.7533,CELL.7533,2,Injury_20DPI_rep3_SS200000147BL_B5,7533,7,4470.0,2026.0,inj,V,CMPN,CMPN
CELL.7534,CELL.7534,5,Injury_20DPI_rep3_SS200000147BL_B5,7534,8,4483.0,4221.0,inj,D,DPEX,DPEX
CELL.7535,CELL.7535,5,Injury_20DPI_rep3_SS200000147BL_B5,7535,8,4477.0,4408.0,inj,D,DPEX,DPEX
CELL.7536,CELL.7536,4,Injury_20DPI_rep3_SS200000147BL_B5,7536,4,4469.0,2738.0,inj,V,MPEX,MPEX
CELL.7537,CELL.7537,1,Injury_20DPI_rep3_SS200000147BL_B5,7537,12,4475.0,2382.0,inj,V,MPIN,MPIN
CELL.7538,CELL.7538,6,Injury_20DPI_rep3_SS200000147BL_B5,7538,5,4465.0,3953.0,inj,D,WNTRGC,WNTEGC
CELL.7539,CELL.7539,4,Injury_20DPI_rep3_SS200000147BL_B5,7539,4,4471.0,3299.0,inj,D,MPEX,MPEX
CELL.7540,CELL.7540,6,Injury_20DPI_rep3_SS200000147BL_B5,7540,5,4479.0,3561.0,inj,D,WNTRGC,WNTEGC
CELL.7541,CELL.7541,2,Injury_20DPI_rep3_SS200000147BL_B5,7541,7,4476.0,1108.0,inj,V,CMPN,CMPN
CELL.7542,CELL.7542,4,Injury_20DPI_rep3_SS200000147BL_B5,7542,4,4476.0,3189.0,inj,D,MPEX,MPEX
CELL.7543,CELL.7543,5,Injury_20DPI_rep3_SS200000147BL_B5,7543,4,4476.0,3356.0,inj,D,MPEX,MPEX
CELL.7544,CELL.7544,6,Injury_20DPI_rep3_SS200000147BL_B5,7544,5,4473.0,3587.0,inj,D,WNTRGC,WNTEGC
CELL.7545,CELL.7545,1,Injury_20DPI_rep3_SS200000147BL_B5,7545,3,4478.0,4954.0,inj,D,VLMC,VLMC
CELL.7547,CELL.7547,2,Injury_20DPI_rep3_SS200000147BL_B5,7547,7,4484.0,1872.0,inj,V,CMPN,CMPN
CELL.7548,CELL.7548,2,Injury_20DPI_rep3_SS200000147BL_B5,7548,7,4479.0,1932.0,inj,V,CMPN,CMPN
CELL.7549,CELL.7549,4,Injury_20DPI_rep3_SS200000147BL_B5,7549,4,4478.0,3056.0,inj,D,MPEX,MPEX
CELL.7550,CELL.7550,4,Injury_20DPI_rep3_SS200000147BL_B5,7550,4,4478.0,4180.0,inj,D,MPEX,MPEX
CELL.7551,CELL.7551,2,Injury_20DPI_rep3_SS200000147BL_B5,7551,9,4482.0,1215.0,inj,V,CMPN,CMPN
CELL.7552,CELL.7552,2,Injury_20DPI_rep3_SS200000147BL_B5,7552,9,4482.0,1449.0,inj,V,NPYIN,NPYIN
CELL.7553,CELL.7553,2,Injury_20DPI_rep3_SS200000147BL_B5,7553,7,4478.0,1393.0,inj,V,CMPN,CMPN
CELL.7554,CELL.7554,2,Injury_20DPI_rep3_SS200000147BL_B5,7554,9,4482.0,1670.0,inj,V,CMPN,CMPN
CELL.7555,CELL.7555,4,Injury_20DPI_rep3_SS200000147BL_B5,7555,12,4480.0,2638.0,inj,V,MPIN,MPIN
CELL.7556,CELL.7556,5,Injury_20DPI_rep3_SS200000147BL_B5,7556,6,4478.0,4626.0,inj,D,Microglia,MCG
CELL.7557,CELL.7557,4,Injury_20DPI_rep3_SS200000147BL_B5,7557,4,4482.0,2872.0,inj,V,MPEX,MPEX
CELL.7558,CELL.7558,4,Injury_20DPI_rep3_SS200000147BL_B5,7558,12,4483.0,3275.0,inj,D,SSTIN,SSTIN
CELL.7559,CELL.7559,6,Injury_20DPI_rep3_SS200000147BL_B5,7559,5,4485.0,4031.0,inj,D,WNTRGC,WNTEGC
CELL.7560,CELL.7560,1,Injury_20DPI_rep3_SS200000147BL_B5,7560,9,4487.0,819.0,inj,V,CMPN,CMPN
CELL.7561,CELL.7561,4,Injury_20DPI_rep3_SS200000147BL_B5,7561,4,4491.0,2681.0,inj,V,MPEX,MPEX
CELL.7562,CELL.7562,6,Injury_20DPI_rep3_SS200000147BL_B5,7562,5,4490.0,3983.0,inj,D,WNTRGC,WNTEGC
CELL.7563,CELL.7563,6,Injury_20DPI_rep3_SS200000147BL_B5,7563,5,4487.0,2322.0,inj,V,WNTRGC,WNTEGC
CELL.7564,CELL.7564,6,Injury_20DPI_rep3_SS200000147BL_B5,7564,5,4494.0,3645.0,inj,D,WNTRGC,WNTEGC
CELL.7565,CELL.7565,2,Injury_20DPI_rep3_SS200000147BL_B5,7565,7,4486.0,1906.0,inj,V,CMPN,CMPN
CELL.7566,CELL.7566,4,Injury_20DPI_rep3_SS200000147BL_B5,7566,4,4485.0,2786.0,inj,V,MPEX,MPEX
CELL.7567,CELL.7567,2,Injury_20DPI_rep3_SS200000147BL_B5,7567,7,4493.0,1085.0,inj,V,CMPN,CMPN
CELL.7568,CELL.7568,2,Injury_20DPI_rep3_SS200000147BL_B5,7568,7,4488.0,1151.0,inj,V,CMPN,CMPN
CELL.7569,CELL.7569,2,Injury_20DPI_rep3_SS200000147BL_B5,7569,7,4486.0,2109.0,inj,V,CMPN,CMPN
CELL.7570,CELL.7570,2,Injury_20DPI_rep3_SS200000147BL_B5,7570,7,4489.0,2200.0,inj,V,CMPN,CMPN
CELL.7571,CELL.7571,4,Injury_20DPI_rep3_SS200000147BL_B5,7571,4,4493.0,3211.0,inj,D,MPEX,MPEX
CELL.7572,CELL.7572,6,Injury_20DPI_rep3_SS200000147BL_B5,7572,5,4487.0,3848.0,inj,D,WNTRGC,WNTEGC
CELL.7573,CELL.7573,4,Injury_20DPI_rep3_SS200000147BL_B5,7573,4,4487.0,4152.0,inj,D,MPEX,MPEX
CELL.7574,CELL.7574,2,Injury_20DPI_rep3_SS200000147BL_B5,7574,9,4487.0,1474.0,inj,V,NPYIN,NPYIN
CELL.7575,CELL.7575,0,Injury_20DPI_rep3_SS200000147BL_B5,7575,7,4486.0,2069.0,inj,V,CMPN,CMPN
CELL.7576,CELL.7576,4,Injury_20DPI_rep3_SS200000147BL_B5,7576,4,4486.0,3158.0,inj,D,MPEX,MPEX
CELL.7577,CELL.7577,6,Injury_20DPI_rep3_SS200000147BL_B5,7577,5,4483.0,3729.0,inj,D,WNTRGC,WNTEGC
CELL.7578,CELL.7578,5,Injury_20DPI_rep3_SS200000147BL_B5,7578,8,4493.0,4437.0,inj,D,DPEX,DPEX
CELL.7579,CELL.7579,1,Injury_20DPI_rep3_SS200000147BL_B5,7579,3,4493.0,429.0,inj,V,VLMC,VLMC
CELL.7580,CELL.7580,2,Injury_20DPI_rep3_SS200000147BL_B5,7580,9,4491.0,1818.0,inj,V,CMPN,CMPN
CELL.7581,CELL.7581,6,Injury_20DPI_rep3_SS200000147BL_B5,7581,5,4495.0,3958.0,inj,D,WNTRGC,WNTEGC
CELL.7582,CELL.7582,5,Injury_20DPI_rep3_SS200000147BL_B5,7582,8,4498.0,4501.0,inj,D,MPIN,MPIN
CELL.7583,CELL.7583,1,Injury_20DPI_rep3_SS200000147BL_B5,7583,3,4488.0,5175.0,inj,D,VLMC,VLMC
CELL.7584,CELL.7584,2,Injury_20DPI_rep3_SS200000147BL_B5,7584,7,4490.0,2165.0,inj,V,CMPN,CMPN
CELL.7585,CELL.7585,4,Injury_20DPI_rep3_SS200000147BL_B5,7585,4,4498.0,2771.0,inj,V,MPEX,MPEX
CELL.7586,CELL.7586,6,Injury_20DPI_rep3_SS200000147BL_B5,7586,8,4492.0,3503.0,inj,D,DPEX,DPEX
CELL.7587,CELL.7587,5,Injury_20DPI_rep3_SS200000147BL_B5,7587,3,4494.0,4858.0,inj,D,VLMC,VLMC
CELL.7588,CELL.7588,6,Injury_20DPI_rep3_SS200000147BL_B5,7588,5,4495.0,2249.0,inj,V,WNTRGC,WNTEGC
CELL.7589,CELL.7589,4,Injury_20DPI_rep3_SS200000147BL_B5,7589,4,4497.0,2833.0,inj,V,MPEX,MPEX
CELL.7590,CELL.7590,6,Injury_20DPI_rep3_SS200000147BL_B5,7590,5,4493.0,3614.0,inj,D,WNTRGC,WNTEGC
CELL.7591,CELL.7591,6,Injury_20DPI_rep3_SS200000147BL_B5,7591,5,4496.0,3883.0,inj,D,WNTRGC,WNTEGC
CELL.7592,CELL.7592,6,Injury_20DPI_rep3_SS200000147BL_B5,7592,5,4493.0,4098.0,inj,D,WNTRGC,WNTEGC
CELL.7593,CELL.7593,2,Injury_20DPI_rep3_SS200000147BL_B5,7593,7,4493.0,1249.0,inj,V,CMPN,CMPN
CELL.7594,CELL.7594,6,Injury_20DPI_rep3_SS200000147BL_B5,7594,5,4498.0,3778.0,inj,D,WNTRGC,WNTEGC
CELL.7595,CELL.7595,1,Injury_20DPI_rep3_SS200000147BL_B5,7595,3,4498.0,4890.0,inj,D,VLMC,VLMC
CELL.7596,CELL.7596,2,Injury_20DPI_rep3_SS200000147BL_B5,7596,9,4496.0,991.0,inj,V,CMPN,CMPN
CELL.7597,CELL.7597,6,Injury_20DPI_rep3_SS200000147BL_B5,7597,5,4497.0,2278.0,inj,V,WNTRGC,WNTEGC
CELL.7598,CELL.7598,4,Injury_20DPI_rep3_SS200000147BL_B5,7598,8,4495.0,3034.0,inj,D,DPEX,DPEX
CELL.7599,CELL.7599,6,Injury_20DPI_rep3_SS200000147BL_B5,7599,5,4488.0,3756.0,inj,D,WNTRGC,WNTEGC
CELL.7600,CELL.7600,5,Injury_20DPI_rep3_SS200000147BL_B5,7600,12,4489.0,4355.0,inj,D,MPIN,MPIN
CELL.7601,CELL.7601,5,Injury_20DPI_rep3_SS200000147BL_B5,7601,8,4497.0,4541.0,inj,D,DPEX,DPEX
CELL.7602,CELL.7602,1,Injury_20DPI_rep3_SS200000147BL_B5,7602,11,4480.0,392.0,inj,V,VLMC,VLMC
CELL.7603,CELL.7603,2,Injury_20DPI_rep3_SS200000147BL_B5,7603,7,4497.0,2142.0,inj,V,CMPN,CMPN
CELL.7604,CELL.7604,4,Injury_20DPI_rep3_SS200000147BL_B5,7604,4,4494.0,3233.0,inj,D,MPEX,MPEX
CELL.7605,CELL.7605,6,Injury_20DPI_rep3_SS200000147BL_B5,7605,5,4502.0,3817.0,inj,D,WNTRGC,WNTEGC
CELL.7606,CELL.7606,6,Injury_20DPI_rep3_SS200000147BL_B5,7606,4,4500.0,4059.0,inj,D,MPEX,MPEX
CELL.7607,CELL.7607,6,Injury_20DPI_rep3_SS200000147BL_B5,7607,5,4492.0,3930.0,inj,D,WNTRGC,WNTEGC
CELL.7608,CELL.7608,6,Injury_20DPI_rep3_SS200000147BL_B5,7608,5,4503.0,4008.0,inj,D,WNTRGC,WNTEGC
CELL.7609,CELL.7609,6,Injury_20DPI_rep3_SS200000147BL_B5,7609,5,4501.0,4126.0,inj,D,WNTRGC,WNTEGC
CELL.7610,CELL.7610,5,Injury_20DPI_rep3_SS200000147BL_B5,7610,8,4497.0,4766.0,inj,D,DPEX,DPEX
CELL.7611,CELL.7611,2,Injury_20DPI_rep3_SS200000147BL_B5,7611,7,4496.0,1647.0,inj,V,CMPN,CMPN
CELL.7612,CELL.7612,6,Injury_20DPI_rep3_SS200000147BL_B5,7612,5,4505.0,3704.0,inj,D,WNTRGC,WNTEGC
CELL.7613,CELL.7613,5,Injury_20DPI_rep3_SS200000147BL_B5,7613,4,4493.0,4588.0,inj,D,MPEX,MPEX
CELL.7614,CELL.7614,6,Injury_20DPI_rep3_SS200000147BL_B5,7614,8,4500.0,3579.0,inj,D,DPEX,DPEX
CELL.7615,CELL.7615,6,Injury_20DPI_rep3_SS200000147BL_B5,7615,5,4504.0,3679.0,inj,D,WNTRGC,WNTEGC
CELL.7616,CELL.7616,6,Injury_20DPI_rep3_SS200000147BL_B5,7616,8,4502.0,4180.0,inj,D,DPEX,DPEX
CELL.7617,CELL.7617,5,Injury_20DPI_rep3_SS200000147BL_B5,7617,4,4506.0,4287.0,inj,D,MPEX,MPEX
CELL.7618,CELL.7618,2,Injury_20DPI_rep3_SS200000147BL_B5,7618,9,4499.0,1189.0,inj,V,CMPN,CMPN
CELL.7619,CELL.7619,4,Injury_20DPI_rep3_SS200000147BL_B5,7619,4,4500.0,2711.0,inj,V,MPEX,MPEX
CELL.7620,CELL.7620,5,Injury_20DPI_rep3_SS200000147BL_B5,7620,4,4501.0,4250.0,inj,D,MPEX,MPEX
CELL.7621,CELL.7621,1,Injury_20DPI_rep3_SS200000147BL_B5,7621,3,4501.0,4928.0,inj,D,VLMC,VLMC
CELL.7622,CELL.7622,2,Injury_20DPI_rep3_SS200000147BL_B5,7622,7,4506.0,1326.0,inj,V,CMPN,CMPN
CELL.7623,CELL.7623,4,Injury_20DPI_rep3_SS200000147BL_B5,7623,4,4503.0,2574.0,inj,V,MPEX,MPEX
CELL.7624,CELL.7624,4,Injury_20DPI_rep3_SS200000147BL_B5,7624,4,4502.0,2737.0,inj,V,MPEX,MPEX
CELL.7625,CELL.7625,2,Injury_20DPI_rep3_SS200000147BL_B5,7625,7,4508.0,1715.0,inj,V,CMPN,CMPN
CELL.7626,CELL.7626,0,Injury_20DPI_rep3_SS200000147BL_B5,7626,7,4509.0,2042.0,inj,V,CMPN,CMPN
CELL.7627,CELL.7627,2,Injury_20DPI_rep3_SS200000147BL_B5,7627,9,4501.0,1415.0,inj,V,CMPN,CMPN
CELL.7628,CELL.7628,2,Injury_20DPI_rep3_SS200000147BL_B5,7628,7,4508.0,1970.0,inj,V,CMPN,CMPN
CELL.7629,CELL.7629,4,Injury_20DPI_rep3_SS200000147BL_B5,7629,4,4507.0,2878.0,inj,V,MPEX,MPEX
CELL.7630,CELL.7630,6,Injury_20DPI_rep3_SS200000147BL_B5,7630,6,4511.0,3547.0,inj,D,DIPC,TLNBL
CELL.7631,CELL.7631,5,Injury_20DPI_rep3_SS200000147BL_B5,7631,10,4503.0,4726.0,inj,D,DPEX,DPEX
CELL.7632,CELL.7632,1,Injury_20DPI_rep3_SS200000147BL_B5,7632,7,4505.0,1614.0,inj,V,CMPN,CMPN
CELL.7633,CELL.7633,2,Injury_20DPI_rep3_SS200000147BL_B5,7633,11,4504.0,1500.0,inj,V,VLMC,VLMC
CELL.7634,CELL.7634,2,Injury_20DPI_rep3_SS200000147BL_B5,7634,7,4504.0,1890.0,inj,V,CMPN,CMPN
CELL.7635,CELL.7635,4,Injury_20DPI_rep3_SS200000147BL_B5,7635,4,4502.0,2658.0,inj,V,MPEX,MPEX
CELL.7636,CELL.7636,5,Injury_20DPI_rep3_SS200000147BL_B5,7636,8,4503.0,4690.0,inj,D,DPEX,DPEX
CELL.7637,CELL.7637,2,Injury_20DPI_rep3_SS200000147BL_B5,7637,9,4507.0,1284.0,inj,V,CMPN,CMPN
CELL.7638,CELL.7638,5,Injury_20DPI_rep3_SS200000147BL_B5,7638,8,4507.0,4317.0,inj,D,DPEX,DPEX
CELL.7639,CELL.7639,1,Injury_20DPI_rep3_SS200000147BL_B5,7639,3,4512.0,2449.0,inj,V,VLMC,VLMC
CELL.7640,CELL.7640,6,Injury_20DPI_rep3_SS200000147BL_B5,7640,12,4512.0,2493.0,inj,V,MPIN,MPIN
CELL.7641,CELL.7641,2,Injury_20DPI_rep3_SS200000147BL_B5,7641,11,4510.0,1553.0,inj,V,VLMC,VLMC
CELL.7642,CELL.7642,6,Injury_20DPI_rep3_SS200000147BL_B5,7642,5,4512.0,4153.0,inj,D,WNTRGC,WNTEGC
CELL.7643,CELL.7643,2,Injury_20DPI_rep3_SS200000147BL_B5,7643,7,4505.0,2003.0,inj,V,CMPN,CMPN
CELL.7644,CELL.7644,5,Injury_20DPI_rep3_SS200000147BL_B5,7644,8,4509.0,4392.0,inj,D,DPEX,DPEX
CELL.7645,CELL.7645,6,Injury_20DPI_rep3_SS200000147BL_B5,7645,5,4511.0,3862.0,inj,D,WNTRGC,WNTEGC
CELL.7646,CELL.7646,6,Injury_20DPI_rep3_SS200000147BL_B5,7646,5,4519.0,3913.0,inj,D,WNTRGC,WNTEGC
CELL.7647,CELL.7647,6,Injury_20DPI_rep3_SS200000147BL_B5,7647,5,4513.0,4219.0,inj,D,WNTRGC,WNTEGC
CELL.7648,CELL.7648,5,Injury_20DPI_rep3_SS200000147BL_B5,7648,8,4512.0,4563.0,inj,D,DPEX,DPEX
CELL.7649,CELL.7649,5,Injury_20DPI_rep3_SS200000147BL_B5,7649,8,4513.0,4649.0,inj,D,DPEX,DPEX
CELL.7650,CELL.7650,2,Injury_20DPI_rep3_SS200000147BL_B5,7650,9,4511.0,925.0,inj,V,CMPN,CMPN
CELL.7651,CELL.7651,6,Injury_20DPI_rep3_SS200000147BL_B5,7651,5,4522.0,3407.0,inj,D,WNTRGC,WNTEGC
CELL.7652,CELL.7652,4,Injury_20DPI_rep3_SS200000147BL_B5,7652,8,4516.0,3081.0,inj,D,DPEX,DPEX
CELL.7653,CELL.7653,1,Injury_20DPI_rep3_SS200000147BL_B5,7653,3,4515.0,4810.0,inj,D,VLMC,VLMC
CELL.7654,CELL.7654,2,Injury_20DPI_rep3_SS200000147BL_B5,7654,7,4522.0,1689.0,inj,V,CMPN,CMPN
CELL.7655,CELL.7655,6,Injury_20DPI_rep3_SS200000147BL_B5,7655,5,4528.0,2297.0,inj,V,WNTRGC,WNTEGC
CELL.7656,CELL.7656,4,Injury_20DPI_rep3_SS200000147BL_B5,7656,4,4513.0,2637.0,inj,V,MPEX,MPEX
CELL.7657,CELL.7657,4,Injury_20DPI_rep3_SS200000147BL_B5,7657,8,4515.0,2825.0,inj,V,DPEX,DPEX
CELL.7658,CELL.7658,6,Injury_20DPI_rep3_SS200000147BL_B5,7658,5,4517.0,4038.0,inj,D,WNTRGC,WNTEGC
CELL.7659,CELL.7659,2,Injury_20DPI_rep3_SS200000147BL_B5,7659,9,4524.0,1441.0,inj,V,NPYIN,NPYIN
CELL.7660,CELL.7660,2,Injury_20DPI_rep3_SS200000147BL_B5,7660,9,4518.0,1472.0,inj,V,NPYIN,NPYIN
CELL.7661,CELL.7661,4,Injury_20DPI_rep3_SS200000147BL_B5,7661,8,4515.0,3215.0,inj,D,DPEX,DPEX
CELL.7662,CELL.7662,6,Injury_20DPI_rep3_SS200000147BL_B5,7662,5,4518.0,3348.0,inj,D,WNTRGC,WNTEGC
CELL.7663,CELL.7663,6,Injury_20DPI_rep3_SS200000147BL_B5,7663,8,4522.0,3455.0,inj,D,DPEX,DPEX
CELL.7664,CELL.7664,5,Injury_20DPI_rep3_SS200000147BL_B5,7664,8,4518.0,4468.0,inj,D,DPEX,DPEX
CELL.7665,CELL.7665,2,Injury_20DPI_rep3_SS200000147BL_B5,7665,7,4514.0,1849.0,inj,V,CMPN,CMPN
CELL.7666,CELL.7666,4,Injury_20DPI_rep3_SS200000147BL_B5,7666,0,4518.0,3189.0,inj,D,DIPC,TLNBL
CELL.7667,CELL.7667,8,Injury_20DPI_rep3_SS200000147BL_B5,7667,6,4519.0,3607.0,inj,D,RIPC2,RIPC4
CELL.7668,CELL.7668,3,Injury_20DPI_rep3_SS200000147BL_B5,7668,5,4520.0,2186.0,inj,V,WNTRGC,WNTEGC
CELL.7669,CELL.7669,6,Injury_20DPI_rep3_SS200000147BL_B5,7669,5,4527.0,2348.0,inj,V,WNTRGC,WNTEGC
CELL.7670,CELL.7670,6,Injury_20DPI_rep3_SS200000147BL_B5,7670,5,4521.0,2371.0,inj,V,WNTRGC,WNTEGC
CELL.7671,CELL.7671,3,Injury_20DPI_rep3_SS200000147BL_B5,7671,0,4522.0,3310.0,inj,D,DIPC,TLNBL
CELL.7672,CELL.7672,2,Injury_20DPI_rep3_SS200000147BL_B5,7672,9,4516.0,1079.0,inj,V,CMPN,CMPN
CELL.7673,CELL.7673,1,Injury_20DPI_rep3_SS200000147BL_B5,7673,7,4521.0,1214.0,inj,V,CMPN,CMPN
CELL.7674,CELL.7674,3,Injury_20DPI_rep3_SS200000147BL_B5,7674,7,4515.0,2208.0,inj,V,CMPN,CMPN
CELL.7675,CELL.7675,2,Injury_20DPI_rep3_SS200000147BL_B5,7675,9,4522.0,1144.0,inj,V,CMPN,CMPN
CELL.7676,CELL.7676,2,Injury_20DPI_rep3_SS200000147BL_B5,7676,7,4516.0,1374.0,inj,V,CMPN,CMPN
CELL.7677,CELL.7677,3,Injury_20DPI_rep3_SS200000147BL_B5,7677,1,4520.0,2158.0,inj,V,DIPC,TLNBL
CELL.7678,CELL.7678,4,Injury_20DPI_rep3_SS200000147BL_B5,7678,4,4515.0,2797.0,inj,V,MPEX,MPEX
CELL.7679,CELL.7679,2,Injury_20DPI_rep3_SS200000147BL_B5,7679,9,4528.0,1829.0,inj,V,NPYIN,NPYIN
CELL.7680,CELL.7680,6,Injury_20DPI_rep3_SS200000147BL_B5,7680,5,4522.0,4076.0,inj,D,WNTRGC,WNTEGC
CELL.7681,CELL.7681,5,Injury_20DPI_rep3_SS200000147BL_B5,7681,8,4522.0,4533.0,inj,D,DPEX,DPEX
CELL.7682,CELL.7682,2,Injury_20DPI_rep3_SS200000147BL_B5,7682,9,4524.0,1352.0,inj,V,CMPN,CMPN
CELL.7683,CELL.7683,4,Injury_20DPI_rep3_SS200000147BL_B5,7683,8,4525.0,2960.0,inj,D,DPEX,DPEX
CELL.7684,CELL.7684,4,Injury_20DPI_rep3_SS200000147BL_B5,7684,8,4517.0,3056.0,inj,D,DPEX,DPEX
CELL.7685,CELL.7685,1,Injury_20DPI_rep3_SS200000147BL_B5,7685,9,4522.0,1608.0,inj,V,CMPN,CMPN
CELL.7686,CELL.7686,1,Injury_20DPI_rep3_SS200000147BL_B5,7686,8,4526.0,1658.0,inj,V,DPEX,DPEX
CELL.7687,CELL.7687,4,Injury_20DPI_rep3_SS200000147BL_B5,7687,6,4526.0,3160.0,inj,D,Microglia,MCG
CELL.7688,CELL.7688,5,Injury_20DPI_rep3_SS200000147BL_B5,7688,8,4525.0,4431.0,inj,D,DPEX,DPEX
CELL.7689,CELL.7689,6,Injury_20DPI_rep3_SS200000147BL_B5,7689,5,4526.0,3789.0,inj,D,WNTRGC,WNTEGC
CELL.7690,CELL.7690,6,Injury_20DPI_rep3_SS200000147BL_B5,7690,5,4528.0,3887.0,inj,D,WNTRGC,WNTEGC
CELL.7691,CELL.7691,3,Injury_20DPI_rep3_SS200000147BL_B5,7691,1,4528.0,2132.0,inj,V,SFRPRGC,SFRPEGC
CELL.7692,CELL.7692,6,Injury_20DPI_rep3_SS200000147BL_B5,7692,5,4526.0,3636.0,inj,D,WNTRGC,WNTEGC
CELL.7693,CELL.7693,6,Injury_20DPI_rep3_SS200000147BL_B5,7693,5,4526.0,4138.0,inj,D,WNTRGC,WNTEGC
CELL.7694,CELL.7694,2,Injury_20DPI_rep3_SS200000147BL_B5,7694,9,4525.0,1013.0,inj,V,CMPN,CMPN
CELL.7695,CELL.7695,6,Injury_20DPI_rep3_SS200000147BL_B5,7695,5,4529.0,3504.0,inj,D,WNTRGC,WNTEGC
CELL.7696,CELL.7696,6,Injury_20DPI_rep3_SS200000147BL_B5,7696,5,4526.0,3717.0,inj,D,WNTRGC,WNTEGC
CELL.7698,CELL.7698,6,Injury_20DPI_rep3_SS200000147BL_B5,7698,5,4531.0,3695.0,inj,D,WNTRGC,WNTEGC
CELL.7699,CELL.7699,6,Injury_20DPI_rep3_SS200000147BL_B5,7699,5,4530.0,4184.0,inj,D,WNTRGC,WNTEGC
CELL.7700,CELL.7700,5,Injury_20DPI_rep3_SS200000147BL_B5,7700,5,4531.0,4259.0,inj,D,WNTRGC,WNTEGC
CELL.7701,CELL.7701,5,Injury_20DPI_rep3_SS200000147BL_B5,7701,8,4530.0,4649.0,inj,D,DPEX,DPEX
CELL.7702,CELL.7702,1,Injury_20DPI_rep3_SS200000147BL_B5,7702,10,4529.0,4776.0,inj,D,DPEX,DPEX
CELL.7703,CELL.7703,6,Injury_20DPI_rep3_SS200000147BL_B5,7703,5,4532.0,3748.0,inj,D,WNTRGC,WNTEGC
CELL.7704,CELL.7704,2,Injury_20DPI_rep3_SS200000147BL_B5,7704,7,4531.0,1767.0,inj,V,CMPN,CMPN
CELL.7705,CELL.7705,1,Injury_20DPI_rep3_SS200000147BL_B5,7705,7,4534.0,1908.0,inj,V,CMPN,CMPN
CELL.7706,CELL.7706,6,Injury_20DPI_rep3_SS200000147BL_B5,7706,5,4541.0,2324.0,inj,V,WNTRGC,WNTEGC
CELL.7707,CELL.7707,6,Injury_20DPI_rep3_SS200000147BL_B5,7707,5,4534.0,2397.0,inj,V,WNTRGC,WNTEGC
CELL.7708,CELL.7708,2,Injury_20DPI_rep3_SS200000147BL_B5,7708,9,4534.0,1241.0,inj,V,CMPN,CMPN
CELL.7709,CELL.7709,3,Injury_20DPI_rep3_SS200000147BL_B5,7709,1,4532.0,2091.0,inj,V,SFRPRGC,SFRPEGC
CELL.7710,CELL.7710,6,Injury_20DPI_rep3_SS200000147BL_B5,7710,5,4533.0,4103.0,inj,D,WNTRGC,WNTEGC
CELL.7711,CELL.7711,6,Injury_20DPI_rep3_SS200000147BL_B5,7711,5,4535.0,4231.0,inj,D,WNTRGC,WNTEGC
CELL.7712,CELL.7712,1,Injury_20DPI_rep3_SS200000147BL_B5,7712,4,4533.0,2590.0,inj,V,MPEX,MPEX
CELL.7713,CELL.7713,5,Injury_20DPI_rep3_SS200000147BL_B5,7713,8,4532.0,4611.0,inj,D,DPEX,DPEX
CELL.7714,CELL.7714,2,Injury_20DPI_rep3_SS200000147BL_B5,7714,9,4534.0,1043.0,inj,V,CMPN,CMPN
CELL.7715,CELL.7715,2,Injury_20DPI_rep3_SS200000147BL_B5,7715,11,4531.0,1525.0,inj,V,VLMC,VLMC
CELL.7716,CELL.7716,4,Injury_20DPI_rep3_SS200000147BL_B5,7716,8,4534.0,2568.0,inj,V,DPEX,DPEX
CELL.7717,CELL.7717,6,Injury_20DPI_rep3_SS200000147BL_B5,7717,5,4537.0,3299.0,inj,D,WNTRGC,WNTEGC
CELL.7718,CELL.7718,2,Injury_20DPI_rep3_SS200000147BL_B5,7718,9,4531.0,1101.0,inj,V,CMPN,CMPN
CELL.7719,CELL.7719,6,Injury_20DPI_rep3_SS200000147BL_B5,7719,5,4538.0,2529.0,inj,V,WNTRGC,WNTEGC
CELL.7720,CELL.7720,4,Injury_20DPI_rep3_SS200000147BL_B5,7720,12,4535.0,2645.0,inj,V,MPIN,MPIN
CELL.7721,CELL.7721,6,Injury_20DPI_rep3_SS200000147BL_B5,7721,5,4534.0,3814.0,inj,D,WNTRGC,WNTEGC
CELL.7722,CELL.7722,5,Injury_20DPI_rep3_SS200000147BL_B5,7722,8,4536.0,4347.0,inj,D,DPEX,DPEX
