X,CellID,Batch,Annotation,cell_id
CELL.5198,CELL.5198,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5198
CELL.5199,CELL.5199,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5199
CELL.5200,CELL.5200,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5200
CELL.5202,CELL.5202,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5202
CELL.5203,CELL.5203,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5203
CELL.5204,CELL.5204,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5204
CELL.5205,CELL.5205,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5205
CELL.5206,CELL.5206,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5206
CELL.5207,CELL.5207,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5207
CELL.5209,CELL.5209,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5209
CELL.5211,CELL.5211,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5211
CELL.5214,CELL.5214,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5214
CELL.5216,CELL.5216,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5216
CELL.5221,CELL.5221,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5221
CELL.5222,CELL.5222,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5222
CELL.5223,CELL.5223,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5223
CELL.5225,CELL.5225,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5225
CELL.5226,CELL.5226,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5226
CELL.5229,CELL.5229,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5229
CELL.5230,CELL.5230,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5230
CELL.5231,CELL.5231,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5231
CELL.5232,CELL.5232,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5232
CELL.5233,CELL.5233,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5233
CELL.5234,CELL.5234,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5234
CELL.5235,CELL.5235,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5235
CELL.5237,CELL.5237,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5237
CELL.5238,CELL.5238,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5238
CELL.5240,CELL.5240,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5240
CELL.5241,CELL.5241,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5241
CELL.5243,CELL.5243,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5243
CELL.5244,CELL.5244,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5244
CELL.5246,CELL.5246,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5246
CELL.5247,CELL.5247,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5247
CELL.5248,CELL.5248,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5248
CELL.5249,CELL.5249,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5249
CELL.5250,CELL.5250,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5250
CELL.5251,CELL.5251,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5251
CELL.5252,CELL.5252,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5252
CELL.5254,CELL.5254,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5254
CELL.5255,CELL.5255,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5255
CELL.5256,CELL.5256,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5256
CELL.5257,CELL.5257,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5257
CELL.5258,CELL.5258,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5258
CELL.5260,CELL.5260,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5260
CELL.5263,CELL.5263,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5263
CELL.5264,CELL.5264,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5264
CELL.5265,CELL.5265,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5265
CELL.5266,CELL.5266,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5266
CELL.5267,CELL.5267,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5267
CELL.5268,CELL.5268,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5268
CELL.5269,CELL.5269,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5269
CELL.5271,CELL.5271,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5271
CELL.5272,CELL.5272,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5272
CELL.5273,CELL.5273,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5273
CELL.5274,CELL.5274,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5274
CELL.5275,CELL.5275,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5275
CELL.5277,CELL.5277,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5277
CELL.5278,CELL.5278,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5278
CELL.5279,CELL.5279,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5279
CELL.5280,CELL.5280,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5280
CELL.5281,CELL.5281,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5281
CELL.5283,CELL.5283,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5283
CELL.5285,CELL.5285,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5285
CELL.5287,CELL.5287,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5287
CELL.5289,CELL.5289,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5289
CELL.5290,CELL.5290,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5290
CELL.5293,CELL.5293,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5293
CELL.5294,CELL.5294,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5294
CELL.5295,CELL.5295,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5295
CELL.5299,CELL.5299,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5299
CELL.5300,CELL.5300,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5300
CELL.5301,CELL.5301,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5301
CELL.5303,CELL.5303,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5303
CELL.5305,CELL.5305,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5305
CELL.5306,CELL.5306,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5306
CELL.5307,CELL.5307,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5307
CELL.5308,CELL.5308,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5308
CELL.5309,CELL.5309,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5309
CELL.5312,CELL.5312,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5312
CELL.5314,CELL.5314,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5314
CELL.5315,CELL.5315,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5315
CELL.5316,CELL.5316,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5316
CELL.5317,CELL.5317,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5317
CELL.5318,CELL.5318,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5318
CELL.5319,CELL.5319,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5319
CELL.5320,CELL.5320,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5320
CELL.5321,CELL.5321,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5321
CELL.5323,CELL.5323,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5323
CELL.5326,CELL.5326,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5326
CELL.5327,CELL.5327,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5327
CELL.5328,CELL.5328,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5328
CELL.5329,CELL.5329,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5329
CELL.5331,CELL.5331,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5331
CELL.5332,CELL.5332,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5332
CELL.5333,CELL.5333,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5333
CELL.5335,CELL.5335,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5335
CELL.5337,CELL.5337,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5337
CELL.5338,CELL.5338,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5338
CELL.5340,CELL.5340,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5340
CELL.5342,CELL.5342,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5342
CELL.5343,CELL.5343,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5343
CELL.5344,CELL.5344,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5344
CELL.5345,CELL.5345,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5345
CELL.5346,CELL.5346,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5346
CELL.5347,CELL.5347,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5347
CELL.5349,CELL.5349,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5349
CELL.5350,CELL.5350,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5350
CELL.5352,CELL.5352,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5352
CELL.5354,CELL.5354,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5354
CELL.5355,CELL.5355,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5355
CELL.5356,CELL.5356,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5356
CELL.5357,CELL.5357,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5357
CELL.5358,CELL.5358,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5358
CELL.5359,CELL.5359,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5359
CELL.5360,CELL.5360,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5360
CELL.5361,CELL.5361,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5361
CELL.5362,CELL.5362,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5362
CELL.5363,CELL.5363,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5363
CELL.5364,CELL.5364,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5364
CELL.5365,CELL.5365,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5365
CELL.5366,CELL.5366,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5366
CELL.5367,CELL.5367,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5367
CELL.5368,CELL.5368,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5368
CELL.5369,CELL.5369,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5369
CELL.5370,CELL.5370,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5370
CELL.5371,CELL.5371,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5371
CELL.5374,CELL.5374,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5374
CELL.5375,CELL.5375,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5375
CELL.5377,CELL.5377,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5377
CELL.5378,CELL.5378,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5378
CELL.5379,CELL.5379,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5379
CELL.5381,CELL.5381,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5381
CELL.5383,CELL.5383,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5383
CELL.5384,CELL.5384,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,5384
CELL.5385,CELL.5385,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5385
CELL.5388,CELL.5388,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5388
CELL.5389,CELL.5389,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5389
CELL.5390,CELL.5390,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5390
CELL.5391,CELL.5391,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5391
CELL.5392,CELL.5392,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5392
CELL.5394,CELL.5394,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5394
CELL.5395,CELL.5395,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5395
CELL.5396,CELL.5396,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5396
CELL.5397,CELL.5397,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5397
CELL.5398,CELL.5398,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5398
CELL.5399,CELL.5399,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5399
CELL.5400,CELL.5400,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5400
CELL.5401,CELL.5401,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5401
CELL.5402,CELL.5402,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5402
CELL.5403,CELL.5403,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5403
CELL.5405,CELL.5405,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5405
CELL.5406,CELL.5406,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5406
CELL.5407,CELL.5407,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5407
CELL.5408,CELL.5408,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5408
CELL.5409,CELL.5409,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5409
CELL.5410,CELL.5410,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5410
CELL.5411,CELL.5411,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5411
CELL.5414,CELL.5414,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5414
CELL.5415,CELL.5415,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5415
CELL.5416,CELL.5416,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5416
CELL.5418,CELL.5418,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5418
CELL.5419,CELL.5419,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5419
CELL.5420,CELL.5420,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5420
CELL.5421,CELL.5421,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5421
CELL.5422,CELL.5422,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5422
CELL.5423,CELL.5423,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5423
CELL.5424,CELL.5424,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5424
CELL.5425,CELL.5425,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5425
CELL.5426,CELL.5426,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5426
CELL.5427,CELL.5427,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5427
CELL.5428,CELL.5428,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5428
CELL.5429,CELL.5429,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5429
CELL.5431,CELL.5431,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5431
CELL.5432,CELL.5432,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5432
CELL.5433,CELL.5433,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5433
CELL.5434,CELL.5434,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5434
CELL.5435,CELL.5435,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5435
CELL.5436,CELL.5436,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5436
CELL.5438,CELL.5438,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5438
CELL.5439,CELL.5439,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5439
CELL.5440,CELL.5440,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5440
CELL.5441,CELL.5441,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5441
CELL.5443,CELL.5443,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5443
CELL.5444,CELL.5444,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5444
CELL.5445,CELL.5445,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5445
CELL.5446,CELL.5446,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5446
CELL.5447,CELL.5447,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5447
CELL.5448,CELL.5448,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5448
CELL.5449,CELL.5449,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5449
CELL.5450,CELL.5450,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5450
CELL.5451,CELL.5451,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5451
CELL.5452,CELL.5452,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5452
CELL.5453,CELL.5453,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5453
CELL.5456,CELL.5456,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5456
CELL.5458,CELL.5458,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5458
CELL.5459,CELL.5459,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5459
CELL.5460,CELL.5460,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5460
CELL.5461,CELL.5461,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5461
CELL.5462,CELL.5462,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5462
CELL.5463,CELL.5463,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5463
CELL.5464,CELL.5464,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5464
CELL.5465,CELL.5465,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5465
CELL.5467,CELL.5467,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5467
CELL.5468,CELL.5468,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5468
CELL.5470,CELL.5470,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5470
CELL.5471,CELL.5471,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5471
CELL.5472,CELL.5472,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5472
CELL.5473,CELL.5473,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5473
CELL.5474,CELL.5474,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5474
CELL.5475,CELL.5475,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5475
CELL.5477,CELL.5477,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5477
CELL.5478,CELL.5478,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPIN,5478
CELL.5479,CELL.5479,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5479
CELL.5480,CELL.5480,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5480
CELL.5482,CELL.5482,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5482
CELL.5483,CELL.5483,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5483
CELL.5484,CELL.5484,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5484
CELL.5485,CELL.5485,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5485
CELL.5486,CELL.5486,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5486
CELL.5487,CELL.5487,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SCGNIN,5487
CELL.5488,CELL.5488,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5488
CELL.5489,CELL.5489,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5489
CELL.5490,CELL.5490,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5490
CELL.5491,CELL.5491,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5491
CELL.5493,CELL.5493,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5493
CELL.5494,CELL.5494,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CCKIN,5494
CELL.5495,CELL.5495,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5495
CELL.5496,CELL.5496,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5496
CELL.5497,CELL.5497,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5497
CELL.5498,CELL.5498,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5498
CELL.5500,CELL.5500,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5500
CELL.5501,CELL.5501,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5501
CELL.5502,CELL.5502,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5502
CELL.5503,CELL.5503,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5503
CELL.5504,CELL.5504,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5504
CELL.5505,CELL.5505,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5505
CELL.5507,CELL.5507,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5507
CELL.5508,CELL.5508,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5508
CELL.5509,CELL.5509,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MSN,5509
CELL.5510,CELL.5510,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SFRPEGC,5510
CELL.5511,CELL.5511,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5511
CELL.5515,CELL.5515,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5515
CELL.5516,CELL.5516,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5516
CELL.5517,CELL.5517,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5517
CELL.5518,CELL.5518,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5518
CELL.5521,CELL.5521,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5521
CELL.5522,CELL.5522,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5522
CELL.5523,CELL.5523,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,SSTIN,5523
CELL.5525,CELL.5525,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5525
CELL.5526,CELL.5526,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5526
CELL.5530,CELL.5530,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5530
CELL.5531,CELL.5531,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,WNTEGC,5531
CELL.5534,CELL.5534,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,NPTXEX,5534
CELL.5535,CELL.5535,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,CP,5535
CELL.5536,CELL.5536,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,MPEX,5536
CELL.5537,CELL.5537,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,TLNBL,5537
CELL.5538,CELL.5538,Batch1_Adult_telencephalon_rep2_DP8400015234BLA3_1,VLMC,5538
